من همیشه ضعیف تر از آن بودم که با عوامل خارج از کنترل ام روبرو شوم. به دشمنانم حمله کنم یا شکستشان دهم.	I'd never been strong enough to deal with the things outside my control, to attack the enemies or outrun them.
امکان دارد که این مه صدایشان را خفه کرده باشد.	this fog may have deadened them.
یک مرتبه از جای برخاست	then he suddenly arose
در عین حال برای گریز از آن حالت به آهستگی در تالار به قدم زدن پرداختی.	you betook yourself slowly to pace the gallery.
با عزمی راسخ داخل کلیسا شد.	he resolutely entered the church.
چنان بخار و چنان صدای یکنواختی از ریزش باران ایجاد شده بود	such a steaming and droning rose from the downpour
هوسش را در بازداشتگاه اندازد و به پای خود به پاسگاه رود.	one must set one's own fantasy to the violin, and carry one's self to the post.
چون یا شما باید به نحو رضایت بخشی این مسئله را برای خود حل کنید	for you must either satisfactorily settle this matter with yourself
قیچی رو هم پیدا کن. تم وم شب که وقت نداریم. زود باش.	fine de scissors without takin' all night 'bout it.
یا باید الان بروم یا هیچ وقت نروم.	I must go now or I shall never go.
از بچگی تا حالا همدیگر و ندیده بودند	they hadn't seenm him since they was boys together
البته من انتظار نداشتم که بعد از این همه وقت نتونیم پی داش کنیم	I agree we would have expected to have found her by now
در چنین مواردی فاش گویی کامل همواره حالت دورویی گذشته را دارند.	in such cases the complete revelation always produces the impression of a previous duplicity.
هولمز سرگرم حل و فصل دو ماجرای بی نهایت مهم شده بود.	he had been engaged in two affairs of the utmost importance
شبی طولانی که اسکار لت تا سحر بیدار ماند گوشش را تیز کرده بود که صدای در را بشنود .	a long night during which she lay awake until dawn, her ears strained to hear his key in the latch.
اصلاً ناراحت نبود از این که کسی حرفی را بشنود.	she said, and she did not trouble to lower her voice.
که به عقیده من ازدواج اصل مقدسی است که باید از آن پیروی کرد.	that I look on marriage as a divine institution to which we must conform.
هرچند هزار وال دیگر را به کشتی او بیاورند	though a thousand other whales were brought to his ship
کلیسایی فرض کنید که محل سرود خواندنش با دست عظیمی گرفته شده	suppose a church whose choir is grasped in a gigantic hand
من تواضع را از یاد برده بودم.	I lacked humility.
بنا کرد به کمک کردن به تام برای آزردن و برگرداندن زندانی.	began to assist in exercising the prisoner.
داخل قایق کوچک پارویی شدم.	I climbed into the dinghy.
سپس با عصبانیت چنین نهیب زد	he exclaimed, getting angry.
بعد از این کار می تونیم به مسائل دی گه بپردازیم.	then we can turn our attention to other matters.
دو قطعه را در طرفی و دو قطعه دیگر را در طرف دیگر درب غار آویزان کنند.	to hang two on one side and two on the other, within the door of the cave,
ولی آخر تو هم قول داده بودی که برایم نامه بنویسی	but then you said you would write me
بامداد روز دیگر به سفر دریائی ادامه دادم	repeating my voyage early in the morning
با نشاطی که مقتضی این سن است	who rose full of the enjoyment of his age.
مو رل آنجا پنهان شده بود	he had taken refuge.
خواهرش را با لباس خواب دید	saw his sister sitting patiently in her prim nightgown
روشنائی شما را من نخواهم چشید.	I shall not reach your light
او نوشیدنی را در گیلاس کوچکی که از اموال خودش بود دوره انداخت.	dispensing the currant wine in a little glass without a foot, which was his own property.
به علت اینکه علاوه بر احساس طبیعی رابطه آگاهی از برتری اخلاقی هم اضافه شده است	because, to the natural feeling of relationship was added the consciousness of his moral superiority
زیرا آب آشامیدنی برای افراد و سپاه خود نداشتند.	for they had no water for men or horses.
اما او چیزی بروز نداد تا هر کدام مطابق برداشت خودشان قضاوت نکنند و به قصد او پی نبرند.	but he did not say anything that allowed anyone to guess his intentions.
من می تونم ببینم که هر دقیقه بلندتر میشی.	I could watch you getting taller by the minute.
آبروی او در نگهداری آن است	his honor being engaged in keeping it
صدای زوزه مانند او جواب داد من	I did the wolf whined
سکوت عمیقی بین ما حک مفرما بود.	silence on both sides.
جیبش را برای پیدا کردن سکه لازم زیرورو کرد	he dug into his pocket for the required coins
دوربین را مجدداً به نگهبان ساحلی پس دادم.	I gave the glasses back to the coastguard.
چون خداوند مخلوقی نیافریده و دوزخ موجودی بیرون نداده است که بتواند در دل من ایجاد رعب و وحشت کند یا مرا در محظور بگذارد	as neither heaven has created nor hell seen any that can daunt or intimidate me,
مدیر تیمارستان به وی گفت که آن مرد هنوز دیوانه است	the governor assured him that the man was still mad
خانه هاشان را سوزانده و زنانشان را به کنیزی فروخته است.	burned their homes, and sold their women.
یه روزی منو تو جمع خودش ون قبول کنن.	in him as a suitable social figure if only he did nothing to offend them?
به او برای ناشیگریش چند فحش داد	he muttered various curses on her awkwardness
مبلغ پنج هزار پز و برای سر او جایزه تعیین کرد.	put a price of five thousand pesos on his head.
باز هم در کنار نرده با مادرم مشغول قدم زدن شد	my mother and he had another stroll by the sweetbriar
سرگرم خوردن کباب گوشت و بیسکویت شدیم.	over biscuit and fried junk.
سرانجام طنابی که دختر بچه را به مجسمه بسته بود پاره شد .	at last she was free.
نهایتا حانهای دیگری هم از دست خواهد رفت.	many lives must inevitably be sacrificed.
بعد از آن بیست و پنج هزار اکو طلا شمرده که تقریبا هراکو هشتاد فرانک قیمت داشت	then he piled up twenty five thousand crowns each worth about eighty francs of our money
با شور و شوق دوربینش را بالا آورد.	raising the camera hopefully.
به همة آ رزهایشان نرسیده بودند	that not all of their hopes had been fulfilled
سپس آن جلد را بیرون آوردم.	then pulled the volume out.
بنابراین یه جوردیگه منظورم رو گفتم.	so I said it in other ways.
اما واجب دیدم که نام کشور خود را پنهان کنم	but I thought it necessary to disguise my country
جای خالی دندان را نشان داد.	showed the vacancy.
نگاه و حرکات او کافی بود که به نفس جسارت نیز بیم و وحشت بدهد.	a spectacle and demeanour to strike terror into temerity itself.
اکنون مساله به خودی خود روشن است!	that's the solution of the mystery!
این اواخر هم کسی او را از شاگرد معمولی مدرسه به شاگرد مخصوص تبدیل کرده بود	somebody had lately raised her from the condition of scholar to that of parlour boarder.
شاید هزاران روبل پولشان به دست او خرج شده بود.	more than one thousand rubles of their money had passed through his hands.
درست ده سال بود که من پهلو به پهلو با یکی از دخترهایم قدم نزده بودم.	it must be quite ten years since I walked side by side with one of my girls.
بیمارتر از آن بود که خواهرش را دوست بدارد.	too sick to love his sister.
دید مردی بالاتنه خود را از طبقه فوقانی به پایین خم کرده است	descried a man looking out of a door, breast high, on the second story.
یعنی یک سرکارگر خواهد شد!	that he was to be a boss!
به ارواح مادرم که هرگز اقرار به این مزا وجه نخواهم نمود.	that is most sacred to me in the world, namely, by my mother
چنان ناگهانی وارد اطاق شد	burst into the room
به قدری ناتوان و خسته بودم که فقط فکر پیمودن راهی به درازای شش میل برایم غیرقابل تحمل بود.	I was so faint and tired, that the idea of holding out for six miles more, was too much for me.
چیزی که برای فراصوت ها محافظ بود و و خیلی سخت برای سوراخ شدن.	something that was too impenetrable for ultrasounds, too tough for needles.
بلکه باید بگذارید شوخی خود را بکند و تحویل بگیرد.	but let him cheerfully allow himself to spend and be spent in that way.
در صورتی که حال من واقعا خراب است.	when I am almost crazy.
یعنی بجای کلاه خود کامل کلاه ناقصی بیش ندارد.	that it had no closed helmet, nothing but a simple morion.
رطیل پیر او را خوب محک زده بود.	she had gauged her quarry well, the gross old spider.
که اندکی برکنار واقع شده بود	standing a little apart
چه خبر ته مرد حسابی! چه چار نعل میری!	how you do gallop on, my good man!
البته در مواقعی که با لاری نیستم .	when I'm not having laurie..
نفس زنان وارد یک جای دل گیر و شلوغی شد که جای تکان خوردن نداشت.	he went panting into the confused and gloomy place where there was barely room to move.
اگر تو در وجاهت دختر من تردیدی داری خوب او را تماشا کن تا پی به حقیقت گفتار من ببری.	only look at her well and thou wilt see I am telling the truth.
در همان حال دخترک مانند کسی که در شطرنج مات شده باشد درمانده بود که چه واکنشی نشان دهد.	checkmated in this general way, was at a loss as to how to proceed.
گفتی من نیز با او در کار مردنم.	as if'the thought passed through my mind'I were dying too.
من با اضطراب و ناراحتی گفتم.	I looked up in confusion.
هیچ اثری از او ظاهر نساخت.	had failed to rouse him from his lethargy.
پالتوی پوست و کلاه پوست خز را بگیر و بیاور!	ask her for the sable cloak.
اگه او نا بخوان برن من حرفی نمی تونم بزنم	I can't say nothin' if they want to go
یا او را مغلوب و در برابر خود به طلب زنهار وادارم	or, in short, vanquish and subdue him
کری بدون اینکه بایستد گفت البته باید کفشم پاشنه بلند با شه	I should be in heels, of course, she says, without stopping.
ما او را در خانه گذاشته بودیم	we had left him behind us
اما جرئت ندارد حرفش را تمام کند.	but hasn't the heart to finish.
بی آنکه حتی نفسی تازه کنند	without even taking a breath.
با این همه سرو صدا باور کن حتی نمی تونم صدای تخم طلایی رو بشنوم!	I won't even be able to hear the egg over this lot.
گفتم که من آلت بنده کرده مردمی آزاد و دلیر نخواهم شد.	I would never be an instrument of bringing a free and brave people into slavery.
حتی در سنین پیری هم اسیر افکار متضاد خود بود.	not even with the most desperate act of her old age
لابد رنگم عین روپوشم سفید شده بود.	I am sure I must have been as white as my gown.
مراتب تشکر خود را ابراز داشت.	thanked him for it.
اما در مورد این که ثروت هنگفتش را چکونه به دستاورده بود روایات متعددی وجود داشت. برخی از ان روایات نیز اصلا جنبه چاپلوسی و تملق نداشت.	but there were a dozen different accounts of how he had achieved his vast fortune, some of them not flattering.
وبی هیچ علتی لگدی به کشاله رانش زد	needlessly kicking it in the groin
بنابراین چگونه ممکن است مرا ببخشی!	so how can you forgive?
من که مقدمات این کار را فراهم نکرده بودم.	I haven't prepared anything.
ولی او هنوز مشغول کلنجار رفتن با در بود	on which he was expending fruitless oaths and violence
من نیز در جهان به شهرتی باور نا کردنی رسیده باشم	that I have won incredible fame throughout the universe
عمیقاً از شما ممنون و سپاسگزارم.	banker, advancing towards him with the check.
من پیش از رفتن به آنجا از آغاز عمر آشنا به وضع دربار نبودم.	I had been hitherto, all my life, a stranger to courts.
به خاطر اذیت هاش ازش متنفر بودم.	I hated the way he teased me
لازم است که مرا هم به مجلس عروسی تو دعوت نماید	he ought to invite me to your wedding
به ویژه اگر دوستان همیشه برای هر مقامی که میل دستیابی به آن را داشتند شایسته بودند!	especially if one's friends were invariably fit for any function they desired to undertake!
البته صورتش در اثر آفتاب کمی سوخته ولی نه زیاد	a little weather beaten to be sure but not much
ما نیز گام به گام او را دنبال خواهیم کرد.	so, at her own pace, we will follow her.
چشمانی ریز و عدسی و درخشنده داشت و رفتارش با خودنمایی توأم بود.	she had little eyes, sparkling like beads, and an effusive manner.
اینان جانورهای مخوفی بودند که بر آدمی تسلط داشتند.	fearful beasts which were above man.
در نیم متری زمین توپ را گرفت	a foot from the ground he caught it
اگر هنوز کسی هیچ مزاحمتی برای شما فراهم نیاورده است!	since they haven't begun to worry you?
مگر اینکه به من قول دهد که از سخنان من نخواهد رنجید	unless he would give me his word and honour that he would not be offended
چون همه غذایشان را کشیده بودند	they were all helped
برای تحصیل معاش راه دریا را پیش گیرند!	should take to the sea for a livelihood!
حرکت اعضای شما به شما عود نماید.	your gesture, your movement
فنجان شیر و بشقاب نان را کنار زد.	he withdrew the cup of milk and the plate of bread.
که امپراتور شما به او هدیه کرده بود	which your emperor presented hiM
ردایش را جلوی صورتش نگه داشته بود	her robes pulled up over her head.
دی گه هیچ وقت نبینم اسم این جنده خانم رو بیا ری .	I do not even want you to speak to her again.
اومدیم مسابقه رو تماشا کنیم.	we'd come and watch you.
آهسته گفت بهتره یه خورده غذا برات گیر بیارم و دستم را از دور کمرش جدا کرد	I'd better find some food for you, he said in a quiet voice, and he gently unwound my arms.
آن ما را به شتاب بیشتر وامی داشت	this increased our haste
همان افسری که به خانه مراجعه کرد تا از او یک ملکه بسازد.	the officer who came to get her at her house to make her a queen
نمی دونم. نوک دماغم را خاراندم.	I don't know, I say, rubbing my nose.
اگه از هم ون اول طوری باهاشون تا کنم	if beforehand he chose to impress on them the fact
خواهش کردم مرا هم بیرون بیاورد.	I demanded my release.
چون مجبور بود دائم این طرف و آن طرف برود.	because he was hardly every around
دور تا بی درنگ به امضای آن نگاه کرد.	she immediately looked at the signature.
فکر کنم بتوانم تحمل کنم.	I thought I could pull through.
نیازی هم به کارشناس خط ندارم و به خانه شما نخواهم آمد.	I do not wish for experts, not I, nor to go to see you.
از جوری که بهش نگاه می کنه خوشم نم یاد.	I don't like the way he looks at her.
که مدام در زمین و آسمان در جستجویش بود	for whom she continued her hopeless search in heaven and on earth
اما در همان دم به ترس و هراس	but it instantly awoke my fears.
ملالی جانکاه بدو دست داد.	then he was sick to death of it
چند صد متری را دویدم و بعد ایستادم. به نفس نفس افتاده بودم	run about a hundred yards down the road and stop, panting.
دوان دوان بس وی باریکهٔ خشکی رفتند.	they raced to the point.
از لحاظی به این خاطر که آن را پیش از هر جای دیگر دوست داشت	partly because he liked it best
من دلم برای همه در اینجا تنگ می شه	I'll miss everyone here.
ولی انگار تازه داشت پامیگرفت.	yet it seemed he had only tapped it.
یک هفته بود که چشمش دنبال این فندک بود.	bought the electric cigar lighter whichhe had coveted for a week.
چون واقعاً زمانی مال خودش بود.	what did really once belong to him
دماغه قایقش به شکل قویی بود	her prow was fashioned like a swan
با خودم گفتم. قطعاً ازدواج ما اتفاق مهمی نبوده است تا او چیزی بنویسد.	I supposed I was not a major event.
زیرا اسب ابرش نزدیک من آمد	for the gray horse came to the door
جایی که همه سرب ازا توش حموم می کردن.	where the whole regiment had bathed in the same water!
شوورش او نقد مذهبیه که آب جیمم تا حالا پونزده تابچه زائیده.	he's so bloody religious that she's got fifteen kids now
در این باره مطمئن بودم چون کشش از بین رفته بود.	I knew it for sure because the pull was gone.
سخنان عاقلانه شنیدنش هم خوشایند است.	it's always pleasant to hear words of wisdom.
بعد حواسش از اون کنده شد	then he dropped her out of his mind
وال بار دیگر سر از زیر آب به در آورد و چون در این هنگام جلو قایق پیپ کش پدید آمده بود	the whale rose again, and being now in advance of the smoker's boat
گمانم به این علّت است که تو را خیلی دوست داشتم.	I suppose it's because I loved you too much.
چون من تو رو بیشتر دوست داشتم .	because I loved you best.
آقای عمر هم یکی از انگشتان چاق خود را به دست کوچک بچه داد و بچه به روی پیش خان دکان مشغول رقصیدن شد.	as her father put one of his fat fingers into the hand of the child she was dancing on the counter.
برای خوابیدن لخت شده بود	he was undressing to go to bed
به بهای جان هفده تن از سرنشینان هیسپانیولا تمام شده بود.	that had cost already the lives of seventeen men from the HISPANIOLA.
زیرا او آنقدر متوحش شده بود که دیگر هر حرفی را از یاد برده بود.	for the fright was so great, that she had quite lost her voice
که شاهزاده خانم خوشگل بچه سالی بوده و تازه ده سالش تمام شده بود	a pretty young princess just turned of ten.
شما باید به فکر استقرار خود باشید.	you must begin to think of settling down.
من هیچ خیال بدی در حق شما ندارم.	I will not harm you.
ولی به نظر من به راحتی اینجا نیست.	nor as comfortable, I am thinking
که وقتی درس خود را بلند نیستید شما را ریشخند کنند	who plague you if you don't know your lessons
با وضعی متعجب توقف کردند.	stopped in surprise.
فقط عشق میتونه ماروازاین مهلکه نجات بده.	only love will get us through this
لحافی را که ظاهراً به جای پشم از کرباس آنژو بود به سر کشیده بود.	which merely consisted of a rush mat and a blanket that looked as if it was of threadbare canvas rather than of wool.
من خیلی میل دارم با افراد توده صحبت کنم و حاضرم در احقاق حق آنان کمک نمایم	I like talking to the peasants, and am always glad to do them justice.
از زمان اولین پیامی که دریافت کرده بودند به این موضوع وقوف یافته بودند	since that first transmission they had found out that the old woman
راهروهای بلند و تاریک آن از آرامش و قدوسیت محسوسی سرشار بود.	its dark high corridors awash with quietness and a tangible holiness.
درست مثل بیست سال پیش اسم هر احمقی را که دلم بخواهد به یاد بیاورم.	remember every fool's name as well as I could twenty years ago.
رفتار و حرکاتی جذاب و گیرا داشت.	his demeanor easy and prepossessing.
هیشکی نمیتونه به هیچ جوری باهاشون جوال بره.	nobody would fool around with a preacher anyway.
با دست دیگر به صورتش چنگ انداخت.	while she scratched his face with the other.
قطعات چرم را با ریسمانی که از کنف ساخته بودم خوب به هم دوختم.	well stitched together with hempen threads of my own making.
من بهتر از هرکسی می دونم که تو می تونی مواظب خودت باشی	I know better than anyone that you can look after yourself
مگر اینکه پهلوان غالب اسب خود را در جنگ از دست داده باشد	unless indeed it be that the victor have lost his own in the combat
ولی اگر راهنمائی این باشد که سربازان امنیتی کاخ محتاج به تعلیمات طولانی اضافی باشند و بایدیک دوره تعلیمات فشرده را ببینند	but if the advice was that the palace security troops needed extensive further training and a crash course, at that
موقع استراحت و وقت ناهارم عمدا مسیرم رو کمی دورتر کردم	I deliberately walked further than usual in my lunch hour
اما چیزی به جز ابر و آسمان ندیدم.	could see nothing but the clouds and sky.
آنقدر داغ که هیچ انگشتی تاب حفظ آن را نداشت.	so hot that no fingers can hold it.
به احساسات دیگران زیاد توجه نداشت.	little concerned about the feelings of others.
صرفا یک تصادف جالب توجه است.	was a remarkable coincidence.
در حالی که خود او کام لا مرده است.	the man being stark dead.
من خود همین الان برمی گردم.	I myself shall turn back at once.
متأسفانه باید بگویم که حق با تو است.	I am afraid you are right.
درست مثل زمان بعد از تصادف که مردم منتظر دکتر هستند.	as it might be after an accident, when people are waiting for the doctor.
من می خوام به تو چیزی بدم نه اینکه چیزی ازت بگیرم.	I want to give you things, not take things away from you.
او در دست شویی گیر کرده و چیزی را نشنیده بود.	she was locked in the bathroom and did not hear anything.
اما پروژه دوباره در حال پیشرفت بود	but the project was under way again.
امروز که میومدم بهش ۵ دلار انعام دادم.	I tipped him five dollars when I came out this morning.
شاید هم بعد از بیرون آمدن چاکر از منزل تا به حال رسیده باشد	it may have arrived since I left my office
بلکه جان و دلشان شادمان و خندان بود	but because gaiety and mirth were in their hearts
به همسر عزیزم خواهم پیوست.	I shall rejoin my dear wife.
اما باید یاد بگیرد که عقل او را هم بپذیرد.	but he must also learn to accept his brain.
تحمل کردارهایش موضوعی شخصی بود که با روابط و تصورات معنویش درباره مصلحت پروردگار تطبیق داده شده بود.	the bearing of his deeds a matter of private vision adjusted solely by spiritual relations and conceptions of the divine purposes.
پلیس در تعقیبشان بود و هرآینه ممکن بود سر برسد و پیدایشان کند.	the police were in pursuit and might even find them there at any minute.
هر کس که از او ستایش کند غیرمستقیم از ما انتقاد کرده است.	any one who admires him passes an oblique criticism on ourselves.
پشت خود را به بخاری کرد	spreading himself before the fire with his back towards it
پابرهنه از پلکان مرمری بالا رفتند	they sprinted in their socks up the marble staircase
برای همین آنجا مخفی شد.	so he lay in hiding there.
من استعداد راهنمایی مردم رو دارم.	I got the call to lead people
پول را گرفت و در جیب گذاشت .	he pocketed the bill
نتوانست بار دیگر فریاد نزند	she could not help bursting out again
بنابراین اگر این خیال را داری زودتر کلکش را بکن و خیال مرا راحت کن .	so if you mean ever to do it, make haste and have it over quickly,
گویی چای آن قدرت نیروبخش برندی را دارد.	as if tea had the restorative powers of brandy.
سه اسکناس از آن بیرون کشید و روی میز نهاد.	opened it, drew out three bank bills, which he laid on thetable.
اگر هم آزاری به او زدم. شکایتی نکرد.	if I hurt him, he didn't complain.
با یک حرکت پسرک بخت برگشته را از روی صندلی بلند کرد و وسط زمین و آسمان نگه داشت.	she lifted the helpless boy clean out of his chair and held him aloft.
اما تورو هیچ وقت ندیده بودم.	but I never saw you.
شما آقایان موظف هستید که در مجرمیت متهم شک کنید.	it will be the duty of you gentlemen to givethe defendant the benefit of the doubt raised.
خیلی دلم میخواس می تونسم اینو به تو بفهمونم اما غیر ممکنه	I wisht I could tell you so you'd know, but I can't.
مطمئن نبود که نادین راجع به چه کسی حرف میزند	he didn't know who she was talking about
سعی کردم نگاه خود را به جانب دیگر معطوف کنم و به آن نظر نیندازم.	I did not look at the cottage.
مرا به دنبال مشتی حوادث و ماجراهای پرخطر انداخته	to engage in many perils of various sorts
گچ را به کیتی داد و برخاست.	gave her the chalk, and stood up.
ولی اطمینان دارم که بعدها مرا دوست خواهید داشت.	because I am sure that you will have a kindlier feeling towards me later on.
ناگهان به حالت عادی درآمد	abruptly resuming his old manner
امیدوارم فکر نکنی که من مشغول رقص روی قبرمرده های عالم هستم.	I hope you don't feel that I'm dancing on the grave of the world, so to speak.
اما هرگز احساس فقر نکرده بود	but he had never felt poor
نیز نگریستن به حیات و اخلاقیات از پشت عینکی که فلان فرقه مذهبی به دستشان داده است.	the contemplation of life and conduct through the lens furnished by a purely sectarian creed.
حادثه بزرگی اتفاق افتاده	a great misfortune has happened
من هیچ اشتهایی به خوردن غذا ندارم.	I don't feel sharp
انگار سعادت هر دو جهانش به رنگ فلان پرده یا نیم رخ فلان یخدان قدیمی بسته بود.	it was as though her eternal happiness depended on the color of her hangings or the shape of an old chest.
از مدتی پیش فهمیده باشد	he had long ere this realised that
لباسش کهنه و فرسوده و چندان گرم نبود.	his clothing was old and worn thin, and it never had been very warm.
درِ بزرگ باغ را برای شب بسته بودند.	their gate was shut for the night.
من مثل ماهی از آب بیرون افتاده می منم.	I am a fish out of water.
اما البته راست است که در آن به حکم شئامت تقدیر زندانی شده بودند.	it is true that they were fatally hemmed in there.
اما به سؤال سوم که نتوانست آن را درک کند	but in reply to the third question which he did not understand said
نمی تونم اجازه بدم تارا رو ازم بگیرن!	I can't let it go!
با بیزای این یکی را به یاد آورد.	with loathing she thought of what she meant by that love.
خود تو هم ممکن است آدم دیگری بشوی.	you yourself might have become a different person.
همان رایحه به مشامش رسید.	he caught the smell.
حقیقت داشت که کلاید صرفا جوان آسمان جلی است	despite his looks and charm and family connections here
با چشمان خود اسیر را نشان داده	he indicated the prisoner with his eyes.
ناگهان با لهجه شیوایی شروع به وراجی کرد.	she suddenly commenced chattering fluently.
چون نصف دیگرش مال یک زوبین انداز است.	that the other half belongs to a certain harpooneer.
که هیچ وقت این همه ستایشش نکرده بود!	never had she admired her so much!
در همین موقع مرد دیگری که برجایگاه راننده قرار داشت پیاده شد	while another man, who had been seated on the box, dismounted too
سیلاب با جریانی پر حجم و سنگین بر سرم فرو ریخت.	in full heavy swing the torrent poured over me.
آنچه مورد نظر من است کلمه خطاست.	my word is error.
این چنین بیست و شش جلد نوشته بود.	so had scratched out twenty six volumes.
به تازگی او را خشک کرده بودند.	she had been recently stuffed.
با گستاخی نخندهای سر داد.	she laughed impertinently.
پشت سر شما به این میخانه داخل شدم	I walked into the wine shop here
پس سرش را با زلف مجعد تا روی زانو خم کرد و خنده بلند آهنگ داری در فضای تالار سر داد.	she bent her curly head to her knees and made the whole room ring with her laughter.
یا من مجبورم دور پارک بگردم و از آن دری که باز است وارد شوم	or else I must run round to the porter's lodge.
اما پس از قضیه رم کردن اسب امپراطور همین که از راه رسیدند پیاده به نزد وی آمدند	but upon the accident that happened to the emperor's horse, they alighted, and came near his person
آن دو تن جز پرتوی از این کانون زندهٔ مهر و نیکوئی نبودند.	the others were only reflections of that living fire of goodness and love.
هیچ آسیبی به شما نخواهد رسید.	no harm can befall you
الوارها ناگهان کج شدند و به شدت به بازویش ضرر وارد کردند.	a sudden tilt struck her arm up roughly
راستش از این کوتوله بی شرف خوشم آمد	I kind of admired the littlecuss
لیکن کاروانسرا دار که به کار خود بیش از کار سایرین توجه داشت	but the landlord, who minded his own affairs more than other people's
شوهر بهتری از آندره در این ایام با زحمت به دست آید	a better husband one would think could hardly be found nowadays
هر امری داشته باشید اطاعت خواهم کرد.	I am at your command.
گفتم که حساب مرا جدا نگه دارند.	explained to him that, my bill was to be rendered to me personally.
هنگامی که سربلند کرد و چشمانش به نگاه گرفته و ناامید فرد افتاد	when, looking up, her eyes met his dull despairing glance
اما هیچ مسرت احساس نکرد.	but he felt no joy.
واقعه امروزی اسباب صحبت امشب است.	this funeral is the news of the day.
چون آلبر را دید دست او را گرفته	she pressed her son's hand
امروز همهٔ کارها تمام خواهد شد	I'll settle it to day.
هرگاه که موقع اقتضاء کند حقایقش را بازمی نماییم.	when the occasionpresents itself, we tell the truth about it.
شرم را در نگاه خود بپوشاند.	quench the shame in her own.
دلم خیلی برای جنگل تنگ شده بود.	I missed the woods so much.
گردن او را فشرد و مرا از آن رنج رهانید.	who wrung off the bird's neck
اما من در این مورد فکر بودم که این تصمیم بیشتر نتیجه حسادت طبیعی بود تا احساسات مادرانه.	but I thought it was due to a very natural jealousy rather than to maternal solicitude.
چه چیزهای مضحک اتفاق میافته!	said he, what queer things do happen!
مجبورم به قوانین او احترام بگذارم.	I have to respect his rules.
چون روی میزش کاری دارد که باید امروز صبح تمامش کند.	because he has some work at his desk that must be done this morning.
به خصوص که ممکن است به پرحرفی و پخمگی تو هم نباشد.	not so thickheaded or talkative as you are.
که مکرر اسر او را شنیده بود .	, of whom he had heard much
دوست ندارم فکر کنید من آدم بزدلی هستم	I don't want you to think I am a coward
چون حالا دیگر تعطیلات تمام شده بود	for now the holidays were over
سر هیچ کس را نخواهم برید و کاری هم با دادگاه ندارم	I shan't murder anybody, and I've no need of it.
من از روزی که شما را شناختم	since I fell in with you.
خود برای ثبت نام وی رفت.	went himself to enter his name.
پاسخ داد از اوِرتور خوشم آمد	I liked the overture, was his answer.
اتحادی که نوع عالی و جدیدی از قدرت است.	which was a new and higher kind of strength.
روی سکوی ایستگاه منتظر ما بودند.	were waiting for us upon the platform.
یعنی در همان محلی که پیکار را به وقوع پیوست مستحکم ساختند.	at the very place where the battle was fought.
هنوز هم از این بابت اطمینان کامل دارم.	I knew it quite as well as I know it now.
فکر جدیدی در سرش افتاد.	an idea struck her.
که آن توله کوچک به ظاهر هنوز به واسطه آن به مادر خود بسته بود.	by which the young cub seemed still tethered to its dam.
فقط اعتماد دارم که هنوز باید زیاد زندگی کنید.	I only believe that you have long life before you.
اما از سوراخ کلید در نگاه کردم	but I looked through the keyhole
به این فکر افتادم که آخرین باری که کسی به او گفته بود دوستش دارد کِی بوده.	I wondered when the last time someone had told him they loved him was.
ماریا کارش را از دست داده بود!	her job was gone!
تا برای دو پسرش بهترین امکانات آموزشی ممکن را فراهم سازد.	in order to give his two boys the best education possible.
تا به زمین چمن نمناکی در کنار قلعه رسیدند.	damp grass right in the shadow of the castle.
که تو از آن بی خبری ولی من نیک میدانم.	that you know nothing about, but I do.
اما در باب این کاغذ مطلقا چیزی نگوی	but do not breathe a word of this letter
بدون آنکه به هم نگاه کنیم.	not looking at one another.
من فقط قصد دارم تصویری از او در ذهنم داشته باشم و بدانم چگونه ادمی بود.	I'm trying to get a picture of the man himself.
یک تراکتور کافی بود که زمین مرا بگیرد	a single tractor took my land.
من واقعاً اهمیتی به بچه دار شدن نمیدم.	I didn't really care about having a baby.
زیرا تاکنون سه جفت کفش برای نوکر خود خریده	for there were to be taken into account and deducted three pairs of shoes he had given him
من به تن او مانند فرشته ملوسی لباس خواهم پوشانید.	I'll dress him up for you as fine as you please.
او پیش تر به طرف ماشین دویده بود.	she was already running toward the car.
دستم از هر چیز مادی که بگویید کوتاه است.	I am thwarted in every thing material.
اما وال تیر خورده بدون آنکه به زیر آب برود همچنان به گریز بر سطح آب ادامه داد و تنها بر سرعت خود افزود.	but the stricken whale, without at all sounding, still continued his horizontal flight, with added fleetness.
تشکر به خاطر نیت خیر و رفتاری که در قبال او داشتی.	for every wish and every endeavour to do her good.
انگار که از هیچ چیز خبر ندارد.	pretending that she did not know the truth.
رئیس طرف محجر پله را به او تکلیف کرد	the president offered him the side of the railing
ولی من همیشه به نظرات شما گوش خواهم کرد.	but I'll always listen to your ideas.
که حتی در آن هنگام نیز به کلی از امکان برخورد نومید نباشد.	as even then not to be wholly without prospect of a meeting.
که بیمار از وی رضایت نداشت.	as the patient was dissatisfied with him.
پرسید که آیا استحمام آب دریا برای او مفید است یا نه.	she asked if sea baths would do her any good
اما از حضورش ناراحت بود.	but she felt ill at ease with her.
از این قرار هرچه بوده خراب بوده است!	one was dismantled from top to bottom!
هنوز خیلی چیزها در پردة ابهام بود.	much was still hidden by the shadows.
مرا معاف بدارید و این پنجاه فردریکتان را هم بگیرید.	I also beg to return you your five hundred gulden.
خود را غرق در احساس آرامش یافت	she let herself be saturated with a soft feeling of relaxation.
