en_sentence	fa_sentence	translation	variety	county	orthography	translator	2106
tried to speak to him	کوشید تا به او چیزی بگوید	سَی کردْشَه کو اَینَه ایی چیی بْوا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
found there a stoutish, middle aged person	در آنجا شخص چهارشانه و میانه سالی را دیدم	ها کو ایی نفری ویندْمَه چارشونَه و دْکارَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he has ordered me to take him	او خودش به من دستور داده است بچه را به همراه ببرم.	اَی اْشتَن مْن فْرمون دوعَه خْردَنی اشتن نَه بْبَرْم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
as though it had run headlong into a brick wall.	انگار با صورت به دیوار خورده باشد.	اینگار فیچی نَه دییاری گینَه بْبو	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I told your daughter that she is like a rose.	به دختر شما گفتم که ماشاءالله مثل یک گل سرخ شاداب است.	شومَه کیلَه نَه واتْمَه کو ماشالله ایلَه سْرَه گْلی شی شادَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
waiting to be asked to dance when she was asked for a waltz	که درانتظار پیدا شدن شریک رقص بودند از او برای والس دعوت شد.	کو منتظرینا ایی نفری بْتلَفین اَوون نَه وَشْتَن بْکَرْع. اَی والسی را دعوت کَردْشونَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
they will see him come back a horse boy.	حالا خواهند دید که همان مهتر است که بود.	هَلا وینَن کو هَه موهیمتَرَه کو اِسا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
quite pleased apparently.	او که به ظاهر بسیار خوشحال شده بود	اَ ظاهیراً خَیلی خْشال آبا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I want your permission to save her life.	میخ وام اجازه بدی که جونشو نجات بدم.	خام بَهَرزی کو چِه جانی جیوازْنْم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I have a right to deliver myself from it if I can.	من حق دارم که اگر بتوانم خودم را نجات بدهم.	از حق دارم کو اگه بْشام اْشتَن جیوازْنْم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that it was much distorted and discoloured.	آقای به مبل از دیدن آن سخت متوحش شد.	آقای بمبلی تا اَی ویندَه دَرَمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
which we intended to take up our position and begin the action	که ما قصد داشتیم پس از گرفتن موضع نبرد را در آنجا شروع کنیم	اَمَه تصمیم داریمون بعد عْمکو چَمَه جامون تلَفتَه جنگی ها کو شروع بْکَرَم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that at its close I seemed to have been with him for a much longer time.	مثل اینکه این مدت خیلی بیشتر از یک هفته بود.	مرا چه مونو که اْمْ مدت ایی هفتَه کو ویشْتَرا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I push my hair back off my face.	موهایم را از روی صورتم کنار زدم.	چْمْه مواون چْمْه فیچی سَری کو کَنار ژندْمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
putting the boy in his charge	تصمیم گرفت برای او مربی بیابد و او را به وی بسپارد.	تصمیم گِتْشَه ایله مربی اَیرا بْتْلَفْع و اَی پیگِره اَی آدَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
nothing was left.	مطلقا چیزی باقی نمانده بود.	هیچی پس مَندَه نییا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
she immediately led to such a branch of the subject as must raise them.	بلافاصله صحبت را کشاند به موضوعی که شاید پدرش را از غم و ناراحتی در بیاورد.	زوتَری لوعَه‌ش آگاردْنْدَه دییَرَه موضوعی کو تا اشتن پْ غم و غْرصَه کو بواَرْع بیرون.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
although he must be miserable without them.	هرچند اگر دست و پا نداشته باشد بدبخت و بیچاره است.	هرچَن اَگَه دس و پا مَدارْع بدبخت و بیچارَه یَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
in this way we shall be satisfied and easy	در آن صورت هم خیال ما آسوده خواهد بود	در اَ صورت چْمْه خیال نی راحت بو	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but was still extremely nervous	ولی هنوز به شدت دلواپس بود	ولی هَنی خَیلی تَشْویش داری	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I think you'll do best to keep your visions to yourself	بهتر است که این تصوراتت را برای خودت نگه داری	بِتَرَه عْشتْع هْم فیکرون تْرا بْداری	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I asked as lightly as I could manage.	تا حد امکان با خونسردی پرسیدم.	تا جایی کو بی خونسردینَه دَفَرسْمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I haven't heard a word from him since he was here.	از آن موقع تا حالا که آقای جر وی این جا بود اصلا خبری از او ندارم.	اَ موقی تا الان کو اقای جری یا مَندا هیچ اَیکو خَوَر نِدارم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I must also return to the feast.	منم باید برگردم به سرسرای بزرگ.	از نی پی آگَردْم پرچکری را	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
unless he cut her off entirely.	مگر لری اواازاین کار بازمی داشت.	مگَه کو لری اَی اْم کاری کو آگارْدْنْه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
with very heavy eyebrows	ابروهای پرپشت او به هم پیوسته بود.	چه پُرپُشته اَوْرَمِن پیوندینا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
at first only observed in silence by those who came in and out and were evidently each afraid to communicate the thought in his mind.	که نخست دربارهٔ آن سکوت اختیار کردند زیرا هویدا بود که بیم داشتند کشف خود را با دیگران در میان نهند	اول چه بارَه سَسْشون نِکَردَه.هَیرا کو پَیدایا کْ ترسین چَوون تلَفه‌چی دییَرون را بوایْن	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I had never seen the squire so near at hand.	من تا آن روز اسکوایر را از نزدیک ندیده بودم.	مْن تا هَه روز اسکواری نِزیک دِرِه ویندَه نییا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
with its head upon her breast.	طوری که سرش بالای قلب مادر بود	اَتَعی کْ چه کَلَه چه ما قَلفی سری پِرییا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
why the watchmen had taken no alarm.	چرا نگهبان آژیر خطر نکشیده است.	چرا نیگَوونی آژیر خطری نِژَنْدَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but held his tongue.	ولی جلوی زبانش را گرفت.	ولی عْشتَن زْبونی جلو گِتْشَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
eyes wide in the dark.	چشمهیش در تاری کی کاملا بازبودند.	چِه چِمِن تاریکی کو تمون بازینا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
as the reader chooses to consider it upon her relations with her husband	به برداشت خواننده از روابط او با شوهرش بستگی دارد	بستگی دارْع خونَنْدَه اَی و چِه شو رابیطَه چْدَه برداشت بْوینْه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I took her face in my hand.	صورتش رو بین دستام گرفتم.	چه فیچی چْمون دستون مینی گِتْمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I take a deep breath and smooth my hair back	نفسی عمیق کشیدم و موهایم را عقب زدم	پیلَه نفسی کَشْمَه و چْمْه مواون پِشتی آدومَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he was glossy and seemed to have the vigour of youth.	براق و درخشان شده و نیروی جوانی به او بازگشته بود.	سو ژَنی و وَشی و جوونیَه قوَت اَی آگردا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I haven't nowt in all the wureld that ain't yourn, my dear.	من در دنیا چیزی ندارم که متعلق به تو نباشد.	از دْنیا کو چیزی نِدارْم کو عْشْتْع شْنْ مَبو	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
when in reality he had accomplished no more than the physical act	در حالی که در واقع کاری انجام نداده بود بجز یک عمل جسمانی.	اْنْتَیا کْ کاری نی کرده نیشا بَ غَیر از ایلَه عمل جسمانی	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
we lack the courage to step from our accustomed role	شهامت آن را نداریم تا از لاک همیشگی سر برون آوریم	چه دیلی نِداریم کو چَمَه لاکَی کو سر برواَرَم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I don't know who else to ask.	کس دیگری را هم ندارم که ازاو خواهش کنم.	هیچکس دیگَه نی نِدارْم کو اَیْکو تقاضا بْکَرْم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
when she came striding into view across the lawn	که پروفسور اسپروات از دور پدیدار شد.	پروفسور اسیروات دوری کو پَیدا بَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he now passed the paper over to her.	روزنامه را به دست مادرش داد	روزنامه اشتن ما دست آدوشَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I was your equal at eighteen quite your equal.	در هیجده سالگی با شما برابر بودم کاملاً برابر.	هیژده سالگی کو شومه نَه اییما. تمون ایما	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
so our train was sent here.	قطار رو هم به آتلانتا فرستادند.	قطاری نی وَنْدْشونَه آتلانتا را	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I examined her carefully.	با دقت او را از نظر گذراندم.	دقتینَه اَی ایسْفا گِتْمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
unless he knows that subject well.	مگر اینکه به آن موضوع کاملاً وارد باشد.	مَگَه امکو اَ موضوع هَمَه تییِه بْزونو.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but what did that matter?	ولی این موضوع اهمیتی نداشت.	ولی اْم موضوع اَمییَتی نِداری	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I sent her out this morning with the other young woman	من او را به همراه خانم دیگر به خارج فرستادم	من اَی ایلَه دییَرَه یِنَکینَه وَندَه خارْج	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but you needn't imagine I shall keep your ridiculous secrets.	ولی گمان نکن که این موضوع را برای همیشه از وی پنهان خواهم داشت.	ولی تْع فیکر مَکَه اْم موضوع همیشَه ایکو جا دم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
bursting into a hearty laugh	از ته دل خنده را سر داده بود	اْشتَن دیل دِرِه خنده کَری	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
unless he wanted to be noticed.	مگر اینکه خود فلگ اینطور بخواهد.	مَگَه اْمْکو فلگ اْشتَن هْنتَه بْخا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he disappeared into his house	با دیدن او به اتاقش برگشت	تا اَی ویندْشَه دَرشَه اْشتَن اتاقی دِلَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I kept her in my heart	او را خواستم خاتم قلبم باشد	اَی پیما کو چْمْه دیلی خاتم بْبی	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
loving each other like unhurried old sweethearts	بدون عجله همدیگر را دوست داشتند مثل عاشق و معشوقی پیر.	بی اْمکو تاو دَلَکْن یَندی خْش دارین ایلَه پیرَه عاشْق و مَشوقی شی	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I want to be there when every one suddenly understands what it has all been for.	میدانم در آن لحظه که همهٔ افراد بشر ناگهان علت همهٔ این حوادث را در خواهند یافت منهم حضور داشته باشم.	زونم اَ فَتی کو هَمَه یِه آدَمِن ایدَفَعی همَه ی ام اتفاقون دلیلی بخوان بْزونْن، از نی ها مندَه بْبوم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he had sprained his ankle when the spider had dropped him.	ظاهراً هنگام سقوط بر روی زمین مچ پایش رگ به رگ شده بود.	مرا چْمونی وقتیکو زمین بَلَکَه چه پا قاپ رگ بَه رگ بَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he will immediately become whatever each of us most fears.	بلافاصله به شکل چیزایی درم یاد که هر کد وم از ما ازش ون وحشت داریم.	زو اْشْتَن قییافَه ایی جوری آکَرع کو اَمَه همه گلَه اَوون کو تَرسَم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but it was already five minutes to ten, and the girls were not yet dressed.	اما فقط پنج دقیقه به ساعت ده مانده بود و دوشیزگان هنوز لباس نپوشیده بودند.	اما فَقَ پینج دَقَه بِه دَ مَندا و کیلَئون هلا خلا دَکَردَ نیا.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that the delay of a month might not prove fatal was sufficient to cause him to be willing to wait, and that rather indifferently, for that length of time.	یک ماه تأخیر دلیل قاطعی بر حاملگی نیست حاضر بود یک ماه تمام لاقیدانه این مسئله را پشت گوش بیندازد.	ایی ما دیر بِ چاکَه دلیلی نی کو اْم اْشْکَم دارْع. ای ما تمون حاضرا کو ام مسئله را انَمَس گیری بْکَری	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
so he searched around	این بود که آن دور و بر گشت	اْما کو اَع دایْرْع وَر گَردی	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
will go back into animals again.	باز به کالبد جا نواران خواهد رفت.	هنی جونَوَرون جانی را شو	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
prepare yourself for every emergency.	خود را برای هرگونه پیشامدی آماده سازید	اشتَن ْهر تْفاقی را پی آمادَه کرده	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
when he is striking you dead?	این خداست که تو را زده تا بمیری	اْم خْدایَه کو تْع ژَندَه تا بْمِری	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that you decline allying yourself with my family	که شما از وصلت با من کراهت دارید.	کو شومَه را عارَه کو مْنَه خیشی بْکَرَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
provided that a proper humility of behaviour is at the same time maintained.	به شرطی که رفتار صحیح و تواضع رعایت شود.	ام شرطی نَه کْ چاکَه رفتار و تواضع رعایت بْبو	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
it is true that if he had done as he liked at the last	درست است که اگر در واپسین لحظات به میل خود رفتار کرده	دْرْسَه کو اَگَه آخْرنَه سَری اشْتَن مَیلی نَه رفتارْش کَردَه بْبو.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
this fog may have deadened them.	امکان دارد که این مه صدایشان را خفه کرده باشد.	ممکینَه ام مایَه شورَه چَوون سَسی ویکْشتَش ببو.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
then he suddenly arose	یک مرتبه از جای برخاست	ایدَفَعی اشتن جا کو ایشتَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
you betook yourself slowly to pace the gallery.	در عین حال برای گریز از آن حالت به آهستگی در تالار به قدم زدن پرداختی.	اْنتَکی اْمی را کْ ام حالی کو دَوَزی‌ آرْمینَه تْلاری کو شروع کردْرَه پْرد‌ِه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
such a steaming and droning rose from the downpour	چنان بخار و چنان صدای یکنواختی از ریزش باران ایجاد شده بود	چنان رَند و اینواختَه سسی کلاکی ویدوعه سرفا را سازیَ.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
one must set one's own fantasy to the violin, and carry one's self to the post.	هوسش را در بازداشتگاه اندازد و به پای خود به پاسگاه رود.	اشتن هوسی بازداشتگاه دَکَرْع و اشتن پانَه بْشو پاسگا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
for you must either satisfactorily settle this matter with yourself	چون یا شما باید به نحو رضایت بخشی این مسئله را برای خود حل کنید	چون یا شومَه پی رضایتینَه ام مسئلَه شومه را حل بْکَرَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
fine de scissors without takin' all night 'bout it.	قیچی رو هم پیدا کن. تم وم شب که وقت نداریم. زود باش.	دارْدی نی بتلَف. درازَه شو کو مالَت نِدارَم. بْتی.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I must go now or I shall never go.	یا باید الان بروم یا هیچ وقت نروم.	یا پی الان بشوم یا هرگز مَشوم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
they hadn't seenm him since they was boys together	از بچگی تا حالا همدیگر و ندیده بودند	روکی سَر تا الان یَندی ویندَ نیشونا.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I agree we would have expected to have found her by now	البته من انتظار نداشتم که بعد از این همه وقت نتونیم پی داش کنیم	البته از توقع نِداریم بعد اْم هَمَه مدت مشایْمون اَی تْلَفْتِه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
a long night during which she lay awake until dawn, her ears strained to hear his key in the latch.	شبی طولانی که اسکار لت تا سحر بیدار ماند گوشش را تیز کرده بود که صدای در را بشنود.	درازَه شَوی کو اسکارلت تا صوب سَری خَوَردار مَندا اْشتَن گوشْش تْری آکَردا تا بَری سَسی بمَسه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
she said, and she did not trouble to lower her voice.	اصلاً ناراحت نبود از این که کسی حرفی را بشنود.	هیچ ناراحت نییا از امْکو کسی لوعَه‌یی بْمَسْه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that I look on marriage as a divine institution to which we must conform.	که به عقیده من ازدواج اصل مقدسی است که باید از آن پیروی کرد.	چْمْه عقیدَه دِرِه ایزدْواج ایلَه مقدسه اَمرَه کو پی اَیکو پیروی کَردِه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
though a thousand other whales were brought to his ship	هرچند هزار وال دیگر را به کشتی او بیاورند	هر چن کو هَزار گْلَه دییَرَه وال چه کَشتی دیلَه بوئَرْن	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I lacked humility.	من تواضع را از یاد برده بودم.	از دِ تواضع ویر بَه سر بَیْما	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
began to assist in exercising the prisoner.	بنا کرد به کمک کردن به تام برای آزردن و برگرداندن زندانی.	تامی نه بینا نوشَه کْمَک کرده کْ زیندونیون اذیت و آزار بْکَرْن و اَوون آگارْدْنْنْ	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I climbed into the dinghy.	داخل قایق کوچک پارویی شدم.	روکَه قایقی ک‌ خییَه داری دَرشیمَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he exclaimed, getting angry.	سپس با عصبانیت چنین نهیب زد	بعد عَصاب خْردی نَه مْنْش نِعِم دِیِندَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
then we can turn our attention to other matters.	بعد از این کار می تونیم به مسائل دی گه بپردازیم.	بَد از اْم کْ ام کاریمون کَردَه دِ شَم ایی دییَر مسائلی آرَسم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
to hang two on one side and two on the other, within the door of the cave,	دو قطعه را در طرفی و دو قطعه دیگر را در طرف دیگر درب غار آویزان کنند.	دْ پَلَه ایوَری و دْ پَلَه دییَر، لاسَه خْلی بَری اَوَری آریَندشَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but then you said you would write me	ولی آخر تو هم قول داده بودی که برایم نامه بنویسی	ولی آخا تْع نی قایل دوعا کو مْرا نامَه بْنیویسیش.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
repeating my voyage early in the morning	بامداد روز دیگر به سفر دریائی ادامه دادم	دومْلَه روزی صوب سَر‌چْمْ دریایَ سفریم ایدامَه دوئَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
who rose full of the enjoyment of his age.	با نشاطی که مقتضی این سن است	شوری نَه کو اْم سْندی رایَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he had taken refuge.	مو رل آنجا پنهان شده بود	مورل ها جیخْتا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
saw his sister sitting patiently in her prim nightgown	خواهرش را با لباس خواب دید	اشتن خا خواوَه خَلا نَه ویندْشَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I shall not reach your light	روشنائی شما را من نخواهم چشید.	شْمَه روشون آبِه از نِشام چَشه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
for they had no water for men or horses.	زیرا آب آشامیدنی برای افراد و سپاه خود نداشتند.	چونکه خْنْتِنَه آوْ اشتن آدَمون و اشتن لشکری را نِدارین	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but he did not say anything that allowed anyone to guess his intentions.	اما او چیزی بروز نداد تا هر کدام مطابق برداشت خودشان قضاوت نکنند و به قصد او پی نبرند.	اما اَی چیی نِواتَه کْ هرکس اْشتَن وَ‌ر‌ دِرِه قَضاوت مَکَرْن و چه قصدی مَفَمْن	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I could watch you getting taller by the minute.	من می تونم ببینم که هر دقیقه بلندتر میشی.	از شام ویندِه کو هر دَقَه بْلَن تر آبی	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
his honor being engaged in keeping it	آبروی او در نگهداری آن است	چِه آوْرو چِه داشتِه کو اَ.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he dug into his pocket for the required coins	جیبش را برای پیدا کردن سکه لازم زیرورو کرد	اشتَن جیفش سکَه تلَفتِه سَرَفا لیوَه لیوَه کردَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
I gave the glasses back to the coastguard.	دوربین را مجدداً به نگهبان ساحلی پس دادم.	دوروینی هَنی ساحلی نیگَوونی آگاردْندْمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
as neither heaven has created nor hell seen any that can daunt or intimidate me,	چون خداوند مخلوقی نیافریده و دوزخ موجودی بیرون نداده است که بتواند در دل من ایجاد رعب و وحشت کند یا مرا در محظور بگذارد	چون خْداوندی هیچ چی خْلقتش کردَه نی و دوزخی کو جونَوری بیرون اومَه نی کو چْمْه دیلی ترس درگِنْ و یا مْ محظوریتی دیلَه تاو آدَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
the governor assured him that the man was still mad	مدیر تیمارستان به وی گفت که آن مرد هنوز دیوانه است	تیمارستانی مدیری اَینَه واتَه کو اَ مِردَک هَنی تورَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
burned their homes, and sold their women.	خانه هاشان را سوزانده و زنانشان را به کنیزی فروخته است.	چَوون کَعون سوتَشَه و چَوون ینَکون نی کنیز آکَردَشَه و فُروتَشَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
in him as a suitable social figure if only he did nothing to offend them?	یه روزی منو تو جمع خودش ون قبول کنن.	ایی روزی مْن اْشتَن جَمی کو را دَن.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
he muttered various curses on her awkwardness	به او برای ناشیگریش چند فحش داد	چه ناشی گَری سَرَفا چَن گْلَه فَش اَی دوشَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
put a price of five thousand pesos on his head.	مبلغ پنج هزار پز و برای سر او جایزه تعیین کرد.	پینج هَزار پزو چِه سَری را جایزَه نوشَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
my mother and he had another stroll by the sweetbriar	باز هم در کنار نرده با مادرم مشغول قدم زدن شد	هنی سْرْدْع وَری کو چْمْه ما نَه قدم ژَنْدْشَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
at last she was free.	سرانجام طنابی که دختر بچه را به مجسمه بسته بود پاره شد.	آخرنَه سَر لافندی کو کیلَه خردَنی اَینَه مجسَمَه کو دَوَسَشا پِسییَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
many lives must inevitably be sacrificed.	نهایتا حانهای دیگری هم از دست خواهد رفت.	آخْر خَیلی جانِن پی دس بْشون	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
then he piled up twenty five thousand crowns each worth about eighty francs of our money	بعد از آن بیست و پنج هزار اکو طلا شمرده که تقریبا هراکو هشتاد فرانک قیمت داشت	بَد از ام بیست و پینج هَزار اکو طیلا ایشماردَشا ک هر اکو هشتاد فرانگ چه پولا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
raising the camera hopefully.	با شور و شوق دوربینش را بالا آورد.	ذوق دِرِه اشتَن دوربینش کَفا اوعَردَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that not all of their hopes had been fulfilled	به همه آرزهایشان نرسیده بودند	اشتن هَمَه ی ناجَه‌اون آرَسَه نینا	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
then pulled the volume out.	سپس آن جلد را بیرون آوردم.	بعد ا جْلدی بَرکَشْمَه بیرون	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
so I said it in other ways.	بنابراین یه جوردیگه منظورم رو گفتم.	بنابرین اییجور دییَر چْمْه منظوری واتْمَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but I thought it necessary to disguise my country	اما واجب دیدم که نام کشور خود را پنهان کنم	اما واجْبا کو چْمْه کیشوَری نومی جا بدَم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
showed the vacancy.	جای خالی دندان را نشان داد.	گازی تِیَه جا سْفَت دوشَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
a spectacle and demeanour to strike terror into temerity itself.	نگاه و حرکات او کافی بود که به نفس جسارت نیز بیم و وحشت بدهد.	چه حرَکَت و دییِشتِه وَسا کو حتی جْسارتی نی پِتَرساوْنی	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that's the solution of the mystery!	اکنون مساله به خودی خود روشن است!	الان مسئَلَه اشترا مشخَصَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
somebody had lately raised her from the condition of scholar to that of parlour boarder.	این اواخر هم کسی او را از شاگرد معمولی مدرسه به شاگرد مخصوص تبدیل کرده بود	ام آخْرییا کو ایی نفری اَی از ایلَه معمولیَه موحصیل، ایله مخصوصَه موحصیل رچ آکردْشَه	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
more than one thousand rubles of their money had passed through his hands.	شاید هزاران روبل پولشان به دست او خرج شده بود.	شاید هَزارون روبل پول اَوون را خرجْش آکَردَه بْبو.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
it must be quite ten years since I walked side by side with one of my girls.	درست ده سال بود که من پهلو به پهلو با یکی از دخترهایم قدم نزده بودم.	دْرْس دَه سال بی کو مْن دوش بَه دوش چمه ایلَه کیلون نَه قدم ژَندَه نیما.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
too sick to love his sister.	بیمارتر از آن بود که خواهرش را دوست بدارد.	اْمی ناخْش تَرا کو اشْتَن خا خْش بْداری.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
descried a man looking out of a door, breast high, on the second story.	دید مردی بالاتنه خود را از طبقه فوقانی به پایین خم کرده است	ویندْشَه مِردَکی اَشتَن کفایْنَه طبقه کو اشتن رودوئَشَه جیر	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that he was to be a boss!	یعنی یک سرکارگر خواهد شد!	یَنی ایله سَرَمله شا به	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
that is most sacred to me in the world, namely, by my mother	به ارواح مادرم که هرگز اقرار به این مزا وجه نخواهم نمود.	چْمْه ننَه اَوْرا هرگْز ام ازیزدواجی ایقرار نکرم	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
burst into the room	چنان ناگهانی وارد اطاق شد	ایجوری ایدَفَعی اتاقی دلَه دَرومَه.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
but let him cheerfully allow himself to spend and be spent in that way.	بلکه باید بگذارید شوخی خود را بکند و تحویل بگیرد.	پی بَهَرزَه اْشْتَن شوقو بْکَرْع و اَی تَویل بیگِرع.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
when I am almost crazy.	در صورتی که حال من واقعا خراب است.	در صورتیکْ هیچ حال نِدارْم.	Southern Talysh	Fuman	Farsi (diacriticized)	MAN	
