en_sentence	fa_sentence	translation	variety	county	orthography	translator	9797
paused not once for breath	حتی یک بار هم در خیابان متوقف نشد تا نفس تازه کند	تەنانەت یەک گلیش دە خیابۆن نەڤووسیا تا هناسەی بکەرێەو.	Pehley	Pahleh	Southern Kurdish	EK	
he did not appear to be very ready with suggestions available ones.	باز پیشنهاد معقولی در چنته نداشت.	دووارە پێشنیار مەعقوولێ دە سەر ناشت.	Pehley	Pahleh	Southern Kurdish	EK	
when a bright flash of lightning streamed down the aperture	تا ناگاه برق سختی زد که تمام آن روزنه روشن شد	تا نابڵاکووم بریقەی گەپێ دا ک گرد ئەو دەرزیلە ڕووشن بی.	Pehley	Pahleh	Southern Kurdish	EK	
it has not been possible to lay hands on it.	که جز خودش دیگری را بر آن آگاهی نیست	ک جگا ئەژ خوەی کەسێ تر ئاگاداری نیە.	Pehley	Pahleh	Southern Kurdish	EK	
I hoped she did.	امیدوار بودم که این طور باشد.	ئمیدەڤار بیم ک ئێچە بوو.	Pehley	Pahleh	Southern Kurdish	EK	
many will have personal reasons for bewailing his untimely end.	وعده زیادی به دلایل شخصی در مرگ نابهنگام او سوگوارند.	ڤەعدەی فرەیێ ڤە مدووکەل تاکەکەسی دە مردن نابڵاکوم ئەڤی عەزادارن.	Pehley	Pahleh	Southern Kurdish	EK	
but I never liked him.	اما من هیچ وقت از او خوشم نیامده.	ئەمانێ م هیچ ڤەخت ئەژەی خوەشم نەتیە.	Pehley	Pahleh	Southern Kurdish	EK	
he went off to get skates.	برای کرایه کردن کفش سرسره رفت.	ڤەر کرایەکردن کەوشە چی.	Pehley	Pahleh	Southern Kurdish	EK	
but he feels a pain in the pit of his stomach already.	اما هنوز خبری نشده سرش به دوران افتاده است.	ئەمانێ هەنی هیچ نەڤی یەی سەر ئەڵ خڕ ئەوردیە.	Pehley	Pahleh	Southern Kurdish	EK	
let me see your pictures.	بگذار تابلوهایت را ببینم.	بیلا تابڵەوەلت بڤینم.	Pehley	Pahleh	Southern Kurdish	EK	
his rifle close by his right hand.	تفنگش نزدیک دست راستش قرار داشت.	تنفەنگەی نزیک دەس ڕاسی بی.	Pehley	Pahleh	Southern Kurdish	EK	
took an enormous teapot from the shelf	یک قوری بزرگ را از قفسه برداشت	قووری گەپێ ئەژ قەفەسە ئەڵگرت.	Pehley	Pahleh	Southern Kurdish	EK	
held her hand in his, guiding it	دست بکی را گرفت توی دست خودش و یواش یواش دستش را راهنمایی کرد	دەس بکی گرتە دەس خوەی و یواش یواش دەسی ڕێنەمایی کرد.	Pehley	Pahleh	Southern Kurdish	EK	
walked to the front door.	به سوی در ورودی ساختمان رفت.	ڤەرەو دەر یەتنەڤەی ساختمۆن چی.	Pehley	Pahleh	Southern Kurdish	EK	
I'm even weady to dance the pas de chale.	من حاضرم رقص با شال را هم برقصم.	م ئامادەم ڕەقس شاڵیش بچم.	Pehley	Pahleh	Southern Kurdish	EK	
then I gave a cry of exultation	بعد از خوشحالی فریادی کشیدم	دمای خوەشحاڵی فرە گوڕەنم.	Pehley	Pahleh	Southern Kurdish	EK	
unmindful of the wondering whispering among the men	هیچ توجهی به نجوای بهت زده افراد نداشت.	هیچ سەرینجەیێ ڤە قسەی ژێرلێو دڵمەنەی کەسەل ناشت.	Pehley	Pahleh	Southern Kurdish	EK	
if you're here when I come tomorra, I'll run ya in.	اگه فردا برگردم و اینجا ببینمتون بی برو و برگرد تو پاسگاه هسین!	ئەر تا گل بیارمەو دما و دەیرە بڤینمەتۆن بێ شک هانە ئێ پاسگا هێ.	Pehley	Pahleh	Southern Kurdish	EK	
wait till you've got a beard to your chin.	لااقل صبر کن تا ریشت در بیاید.	لانیکەم بووس تا ڕیشت سەوز بوو.	Pehley	Pahleh	Southern Kurdish	EK	
I don't care.	به من چه.	ڤە م چە.	Pehley	Pahleh	Southern Kurdish	EK	
nothing as yet.	هنوز خبری نبود.	هاڵا خەڤەرێ نەڤی.	Pehley	Pahleh	Southern Kurdish	EK	
date it one month later	تاریخ آن را یک ماه بعد بگذارید	ڕێکەفتەی بنە یەی مۆنگ تر.	Pehley	Pahleh	Southern Kurdish	EK	
I desired they would do me the honour to present my most humble respects to the emperor their master, the renown of whose virtues had so justly filled the whole world with admiration, and whose royal person I resolved to attend, before I returned to my own country.	خواهش کردم که احترامات این ذره ناچیز را به امپراطوری که خداوندگارشان بود و آوازه فضائل او به حق در سراسر جهان پیچیده و همگان را به ستایش وی برانگیخته بود برسانند و بگویند که من برآنم که پیش از بازگشت به کشور خود درگاه شاهانه را ملازمت کنم.	تکا کردم ک ڕێز و حورمەتەل ئێ هیردە چییە ڤە ئەمپراتووری ک سەڵادارۆن بی و نۆمداری خووییەلی ڤە حەق دە گرداوگرد دنیا ڤڵاوە بوویی و گرد دپەرەستینەی بڕەسنن و بەشن ک م خوازم ک ڤەر ئەژ گل ئەوردن ڤە ڤڵات خوەت دە دەربان شاە بڤینمۆن.	Pehley	Pahleh	Southern Kurdish	EK	
I shut my eyes, trying to gather some courage	چشمانم را بستم و سعی کردم به خودم جرات دهم.	چەوەلم ڤەسم و تەقەلا کردم خوەم دڵدار بکەرم.	Pehley	Pahleh	Southern Kurdish	EK	
in the common room that night.	در سالن عمومی گریفندور آن شب	دە هۆڵ گردی گرینفندر دەو شەوە.	Pehley	Pahleh	Southern Kurdish	EK	
I know that, father.	پدر جان خودم میدانم.	بابا گیان خوەم زۆنم.	Pehley	Pahleh	Southern Kurdish	EK	
I lay all night in the cave where I had lodged my provisions	شب همه شب در غاری که آذوقه خود را پنهان کرده بودم بر روی زمین دراز کشیدم	شەو و گرد شەوەل دە ئشکەفتێ ک خواردەمەنیەل خوەم ئەوشاردوویم دە ڕی زەمین درازەو کیشیام.	Pehley	Pahleh	Southern Kurdish	EK	
wish he hadn't seen that.	خدا کنه اینو ندیده باشه.	خوا بکەرێ ک یە نەدوویی.	Pehley	Pahleh	Southern Kurdish	EK	
because I'm too insignificant to conquer the world.	چون حقیرتر از آن هستم که دنیا را فتح کنم.	چون حەقیرتر ئەژ ئەڤە سەم ک دنیا فەتح بکەرم.	Pehley	Pahleh	Southern Kurdish	EK	
I wiped my face off on the back of my arm and tried to fix the dress.	صورتم را با پشت بازویم پاک و سعی کردم پیراهن را درست کنم.	دەم و ڕیم ڤە پشت باڵم پاک و تەقەلا کردم کراسەم درس بکەرم.	Pehley	Pahleh	Southern Kurdish	EK	
here another self came in.	خودی دیگر به درون آمد	خوەدی ترێ یەت ئەو دەر.	Pehley	Pahleh	Southern Kurdish	EK	
might quit its abode whether in the church vault or in the unknown world of the departed	ممکن است آرامگاه خود را اعم از این که در سردابه کلیسا باشد یا در دنیای ناشناخته مردگان ترک بگوید	هەدێ ئارامگەی خوەی ڤەگەرد یەش ک دە سەرداوەی کلیسا بوو دە دە دنیای ناشناسەی مردەل ڤەجا بیلێ.	Pehley	Pahleh	Southern Kurdish	EK	
he had thrown it into the river	او را به رودخانه افکنده باشد.	خسوویینەی دە گلاڵە.	Pehley	Pahleh	Southern Kurdish	EK	
placed his most valuable possessions in the strongbox	اشیای قیمتی را در گاوصندوق گذاشت	چیەل نرخدار دە گاوسەندق نا.	Pehley	Pahleh	Southern Kurdish	EK	
a bottle of wine, and two glasses	یک بطری شراب و دو گیلاس گذاشته بود.	بوتری شراوێ و دوو گیڵاس هێشتوویی.	Pehley	Pahleh	Southern Kurdish	EK	
he had entered there in 1796, for having broken a pane of glass and taken a loaf of bread.	وارد آنجا شده بود به جرم شکستن یک شیشه و برداشتن یک نان.	چووییە نەو دەورە و ڤە جرم ئشکەنن شیشەیێ و هێزداین نۆنێ.	Pehley	Pahleh	Southern Kurdish	EK	
had chosen it from the others for his place of residence.	تصمیم گرفته است که بیاید و در اینجا سکونت بکند.	بڕیار دا ک بیاێ و دە دەیرە بێدەنگ بوو.	Pehley	Pahleh	Southern Kurdish	EK	
but she thrashed again	ولی جین آن را پس زد	ئەمانێ جین دایەێ ئەو دما.	Pehley	Pahleh	Southern Kurdish	EK	
I love my father	پدرم را دوست دارم	بەوکم دووس دیرم.	Pehley	Pahleh	Southern Kurdish	EK	
sneezed over the first puff, and then began to cough herself.	بعد از پک اول عطسه کرد وبعد شروع به سرفه کرد.	دمای پوک یەکەم پشمیا و دماتر دەسکردە قوتەنن.	Pehley	Pahleh	Southern Kurdish	EK	
he saw only moonlight and shadows.	اما جز تاریکی و نور مهتاب چیزی ندید.	ئەمانێ جگا ئەژ تەریکی و نیر مۆنگەشەو هیچ نەدی.	Pehley	Pahleh	Southern Kurdish	EK	
it was evidently useless to resist.	مسلم بود که مقاومتش بی فایده است.	دیار بی ک پاڤەگەزدانی بێ کەڵکە.	Pehley	Pahleh	Southern Kurdish	EK	
I got tired of trying to stay away from you.	من از دور بودن از تو خسته شدم.	م ئەژ دیر بین ئەژ تو شەکەت بیمە.	Pehley	Pahleh	Southern Kurdish	EK	
nothing ever will happen.	هرگز هم روی نخواهد داد.	هەرگزیش ڕی نەێ.	Pehley	Pahleh	Southern Kurdish	EK	
might be known to none but himself	تنها خود او برین سر واقف باشد	تەنیا ڤە خوەی زۆنسە بوو.	Pehley	Pahleh	Southern Kurdish	EK	
with many more.	بسیاری مطالب از ین قبیل .	بڕ فرەیێ ئەژ ئیجوور بابەتەلێ.	Pehley	Pahleh	Southern Kurdish	EK	
the bastard kicked me out in such a hurry.	حرومزاده با یه اردنگی منو به سرعت انداخت بیرون!	ئەو زووڵە ڤە لەقەد زی م کردەو دەر.	Pehley	Pahleh	Southern Kurdish	EK	
his head peering abovethe edge of the hollow road.	سرش در حال کمین داری از بالای کناره جاده گود.	سەری دە حاڵ کەمینداری ئەژ بۆن لای جەدەی خڕ.	Pehley	Pahleh	Southern Kurdish	EK	
I must speak to you	لازم است که من شما را ببینم و با شما دو کلمه حرف بزنم.	هەڤەجەدارە ک م ئێڤە بڤینم و ڤەگەردتۆن دەمەتەقەیێ بیاشتووم.	Pehley	Pahleh	Southern Kurdish	EK	
cook their porridge.	برای خود آش و آبگوشت بپزند	ڤەر خوەیۆن ئاش و ئاوگووشت درس بکەرن.	Pehley	Pahleh	Southern Kurdish	EK	
my mother burst out crying.	مادرم گریه را سر داد.	داڵکم دەس کردە گرێڤە گەو.	Pehley	Pahleh	Southern Kurdish	EK	
on condition that he never attempted to see your mother.	بدین شرط که هیچ گاه کوششی برای دیدار مادرت نکند.	ڤێ مەرجە ک هیچڤەخت تەقەلایێ ڤەر دین داڵکت نەکەرێ.	Pehley	Pahleh	Southern Kurdish	EK	
I'm not a magician or a mage.	من یک جادوگر یا کندا نیستم.	م جادووگەر یا کندایێ نیم.	Pehley	Pahleh	Southern Kurdish	EK	
to be ready in the drawing room in half an hour	که تا نیم ساعت دیگر در تالار حاضر باشد	ک تا نیم ساعەتێ تر دە تاڵار ئامادە بوو.	Pehley	Pahleh	Southern Kurdish	EK	
I'm half asleep already.	وای منو بگیر ین.	ڤەی بگرنەم.	Pehley	Pahleh	Southern Kurdish	EK	
tied her cravat	کراواتش را بست	کرەڤاتەی ڤەس.	Pehley	Pahleh	Southern Kurdish	EK	
I longed vainly.	انتظار من بیهوده بود.	چەوەڕێ بیین م بێ کەڵک بی.	Pehley	Pahleh	Southern Kurdish	EK	
that they did not enter the ballroom till late.	که دیروقت به سالن رقص رسیدند.	ک دیرڤەخت ڤە هۆڵ ئەڵپەرکە ڕەسی.	Pehley	Pahleh	Southern Kurdish	EK	
I come direct.	من مستقیم آمدم.	م ڕاسەوڕاس یەتم.	Pehley	Pahleh	Southern Kurdish	EK	
what I thought!	چه تصوراتی به سرم راه یافته بود.	چ خەیاڵەلێ دە سەرم یەتوویی.	Pehley	Pahleh	Southern Kurdish	EK	
now attached seamlessly to his arm, as though he were wearing a dazzling glove.	درست مثل کسی بود که یک دستکش تابناک خیره کننده به دست کرده باشد.	درس جوور کەسێ بی ک دەسکەش بریسکەی دار جەوگرێ درس کردوویی.	Pehley	Pahleh	Southern Kurdish	EK	
I wasn't back from the war.	هنوز از جنگ برنگشته بودم.	هەنی ئەژ جەنگ گل نەوردووییم.	Pehley	Pahleh	Southern Kurdish	EK	
I don't know what's the matter with you.	نمی دونم از چی دلخوری.	نێزۆنم ئەژ چە دڵخەمینی.	Pehley	Pahleh	Southern Kurdish	EK	
he said he preferred the train.	ولی او قطار را ترجیح داد.	ئەمانێ ئەڤی قەتارە پەسەندتر کرد.	Pehley	Pahleh	Southern Kurdish	EK	
he was in the full bloom of luxurious contentment.	دیگر در نهایت رضایت و تجمل بود.	دەی دە کووتایی ڕەزایەت و ڕەنگینی بی.	Pehley	Pahleh	Southern Kurdish	EK	
I look at him, puzzled.	با تعجب به او نگاه کردم	ڤە ئڵاجەوی سەیری کردم.	Pehley	Pahleh	Southern Kurdish	EK	
I shall lose my way.	راه را گم خواهم کرد.	ڕێە گوم کەرم.	Pehley	Pahleh	Southern Kurdish	EK	
hardly was his head laid back on the pillow than he went to sleep.	همین که سر را روی بالش نهاد به خواب رفت.	هەی یە ک سەری نا ئەڵ سەر سەرینە خەو ئەڵەی کەفت.	Pehley	Pahleh	Southern Kurdish	EK	
to be cuffed and buffeted through the world	که در تمام دنیا پس از این بایستی توسری و اردنگی بخورد	ک دە تەمۆم دنیا دمای یە ڤاسا شەق و لەقەد بخوەرێ.	Pehley	Pahleh	Southern Kurdish	EK	
if you're interested.	البته اگه دلت خواست.	ئەڵبەت ئەر دڵت خوەس.	Pehley	Pahleh	Southern Kurdish	EK	
they tell us that nothing is great or little otherwise than by comparison.	میگویند در جهان چیزی بزرگ یا کوچک نیست مگر به نسبت.	دەشن دە دنیا چییێ گەفتر یا کوچکتر نیە مەر ڤە نسبەت	Pehley	Pahleh	Southern Kurdish	EK	
I bet they didn't!	آ ره تو بمیری!	ئە ڤە گیۆن تو!	Pehley	Pahleh	Southern Kurdish	EK	
saw that it was nearly eleven hundred	حدود ساعت یازده بود	نزیکەل ساعەت یازدە بی.	Pehley	Pahleh	Southern Kurdish	EK	
he had boarded the night mail with two minutes to spare.	با دو دقیقه تأخیر سوار قطار پستی شبانه شد.	ڤە دوو دەقیقە درەنگۆنی سوار قەتار پستی شەوانە بی.	Pehley	Pahleh	Southern Kurdish	EK	
I'm going to be unladylike.	میخ وام یه کاربدی بکنم.	خوازم کار گەنێ بکەرم.	Pehley	Pahleh	Southern Kurdish	EK	
I got in on my side and started the car.	روی صندلی راننده نشستم و ماشین را روشن کردم.	ڕێ سەندەلی شووفر نیشتم و مۆشینە ڕووشن کردم.	Pehley	Pahleh	Southern Kurdish	EK	
ever came back to the parish again	مجدداً بخواهد به نوانخانه برگردد	دووارە بخوازێ ڤە نواخانە گل بیارێ.	Pehley	Pahleh	Southern Kurdish	EK	
but only so as to require an hour or more at the pumps every day.	اما فقط به آن اندازه که محتاج روزی یک سلاعت تلمبه زدن اضافی بود.	ئەمانێ ڤەو ئەنازە ک هەڤەجەدار ڕووزێ یەک ساعەت تڵمبەداین ئزافە بوو.	Pehley	Pahleh	Southern Kurdish	EK	
removed it to a little distance from the owner.	کلاه را کمی از جو دور برد	کڵەوە کەمێ ئەژ جەو دیر برد.	Pehley	Pahleh	Southern Kurdish	EK	
she yelled, so loudly that he jumped.	صدایش آنقدر بلند بود که لری از جا پرید.	دەنگی ئەوقەرە بڵۆن بی ک لەری ئەڵچرچیا.	Pehley	Pahleh	Southern Kurdish	EK	
but at seeing him and me upon such confidential terms.	اما به منظره من که چنان محرم یکدیگر شده بودیم.	ئەمانێ ڤە نوورگەی منەو ک فرە مەحرەم یەکتر بووییمن.	Pehley	Pahleh	Southern Kurdish	EK	
bounded on one side by part of the hedge, which contained the ingenious contrivance we have called a gate	از سمتی محدود به همین چپر و در بود	ئەژ لایێ سنووردار ڤەی جیر و دەرە بی.	Pehley	Pahleh	Southern Kurdish	EK	
don't blurt it out as you did to me.	این جور که با من کردی با اون نکن.	ئیجوورە ک ئەگەرد م کردی ئەگەرد ئەڤی نەکە.	Pehley	Pahleh	Southern Kurdish	EK	
but I was young and stupid	اما من جو ون و احمق بودم	ئەمانێ م جایڵ و سەرهشک بیم.	Pehley	Pahleh	Southern Kurdish	EK	
then inhaled sharply.	سپس به عمیقاً نفس کشیدم.	ئمداڵ هناسەی قیلێ کێشیام.	Pehley	Pahleh	Southern Kurdish	EK	
but he's one of our side	با این وجود طرفدار ماست.	ڤەی حاڵە هەم لایەندار ئێمەو.	Pehley	Pahleh	Southern Kurdish	EK	
followed by his wife	همسرش به دنبالش راه افتاد	مێردەی کەفتە دمی.	Pehley	Pahleh	Southern Kurdish	EK	
but it never materially varied.	ولی بعد هم اوضاع چندان تغییر نکرد.	ئەمانێ دمای ئەڤە هەم دووخ ئەوقەرە نەگوەڕیا.	Pehley	Pahleh	Southern Kurdish	EK	
I'll help you till you can get some work.	من به تو کمک خواهم کرد تا کاری بدست بیاوری.	م ڤە تو کومەک کەرم تا کارێ ڤە دەس بیاری.	Pehley	Pahleh	Southern Kurdish	EK	
I do not understand you	مقصود تو را نفهمیدم	ئەژ مەبەستت ئەونەڕەسیم.	Pehley	Pahleh	Southern Kurdish	EK	
I was sorry, I kissed her as she was going.	لکن هنگام جدا شدن از او پشیمان شدم و او را به آغوش گرفتم.	ئەمانێ دە ڤەخت جگا بین ئەژەی پەشیمۆن بیم و دە باوش گرتمەی.	Pehley	Pahleh	Southern Kurdish	EK	
the only one by which he could descend	تنها راهی که او برای پایین رفتن داشت	تەنیا ڕێی ک ئەڤی ڤەر ئەوخوار چین داشت.	Pehley	Pahleh	Southern Kurdish	EK	
no longer keep her whole attention.	اصلاً حواسش جمع نبود.	ئەسێ ڤیری نەڤی،	Pehley	Pahleh	Southern Kurdish	EK	
opening the door of a room	در اطاقی را گشود	دەر ئوتاقێ ڤاز کرد.	Pehley	Pahleh	Southern Kurdish	EK	
you must think it over.	تو فکرهایت را خواهی کرد!	تو فکرەلت کەری.	Pehley	Pahleh	Southern Kurdish	EK	
she wasn't a teacher to cross.	او استادی نبود که بشود از دستوراتش سرپیچی کرد.	ئەڤی ماموستایێ نەڤی ک بوو ئەژ دەستوورەلی ملکەجی کرد.	Pehley	Pahleh	Southern Kurdish	EK	
proceeded to count the sovereigns it contained.	به شمردن پرداخت.	دەسکردە ئشماردن.	Pehley	Pahleh	Southern Kurdish	EK	
I was gonna go tom cattin''an' here I ain't had time to do none of them things.	عقب دخترها بیفتم اصلاً وقت این کارها رو پیدا نکردم	دمای دوتەل بکەفیم ئەسێ ڤەخت ئێ کارلە ناشتم،	Pehley	Pahleh	Southern Kurdish	EK	
like all men, he pictured domestic life as the happiest enjoyment of love	مانند همه مردان این زندگی را ناخودآگاه به صورت سعادت بهره من دی از عشقی تصویر کرده بود	جوور گرد پیال یە ژیانە ڤە شێڤاز ناهوشیار سەعادەت بەختەڤەری ئەژ ئەڤین دیمەن کردوویی.	Pehley	Pahleh	Southern Kurdish	EK	
this week I've been, as it were, looking at myself in a glass, seeing that life, and I didn't like it.	که این هفته انگار خودم را در آینه میدیدم و خوشم نیامد.	ک ئێ هەفتە هێگا خوەم دە ئایینە ددیم و خوەشم نەت.	Pehley	Pahleh	Southern Kurdish	EK	
that of being upset	که کالسکه ما را سرنگون نماید.	ک کاڵسکەی ئێمە چەپەو بوو.	Pehley	Pahleh	Southern Kurdish	EK	
I must keep her near me.	من باید او را نزد خود نگه دارم.	م ڤاسا ئەڤی لای خوەم نگا بێلم.	Pehley	Pahleh	Southern Kurdish	EK	
she's sorry she ever came home, I daresay!	او از اینکه به خانه برگشته پشیمانست.	ئەڤی ئەژ یە ک یەتیەسەو ماڵ پەشیمۆنە.	Pehley	Pahleh	Southern Kurdish	EK	
I wrap the chenille throw around me even more tightly	شال را دور خود محکم تر کردم.	شاڵە دە دەور خوەم سفتتر کردم.	Pehley	Pahleh	Southern Kurdish	EK	
he shook his head in submission.	سر را به حال تسلیم تکان داد.	سەری جوور تەسلیم بین تکۆن دا.	Pehley	Pahleh	Southern Kurdish	EK	
we shall see the triumph.	پیروزی را به چشم خواهم دید.	سەرکەفتن ڤە چەو ڤینم.	Pehley	Pahleh	Southern Kurdish	EK	
hear me out!	تا آخر گوش بده!	تا ئاخر گووش بتەکن.	Pehley	Pahleh	Southern Kurdish	EK	
I loved the final touch the scream for help.	از آن ریزه کاری آخرش آن فریاد کمک خیلی خوشم آمد.	ئەژ ئەو هیردەکاری ئاخری و ئەو دەنگ یارمەتیە فرە خوەشم یەت.	Pehley	Pahleh	Southern Kurdish	EK	
I shall have to teach her first how to study	اول باید یادش بدهم که چطوری درس بخواند.	سەرەتا ڤاسا یادی بم ک چتەور دەرس بخۆنێ.	Pehley	Pahleh	Southern Kurdish	EK	
crossing the road, glided up to him unperceived.	خیابان را گذشت و خود را به او رسانید.	خیابۆن فێر کرد و خوەی ڤێ ڕەسەن.	Pehley	Pahleh	Southern Kurdish	EK	
a silence, and then, without warning, the unmistakable swish and thud of an axe.	سپس سکوت برقرار شد و بعد از آن صدای واضح تبر به گوش رسید.	ئێمداڵەکی بێدەنگی ڤەڕێ یەت و دمای ئەڤە دەنگ دیاری تەڤەر یەتە گووش.	Pehley	Pahleh	Southern Kurdish	EK	
I am weary.	دی گه خسته شدم	م دەی شەکەت بیمە.	Pehley	Pahleh	Southern Kurdish	EK	
afterwards general on sea	سپس فرمانده ناوگان جنگی	ئێمداڵەکی فەرماندەی ناوگان جەنگی.	Pehley	Pahleh	Southern Kurdish	EK	
I called the elf to the staffroom to collect some robes for cleaning.	من اون جن خونگی رو به اتاق اساتید احضار کردم که چند تا ردای کثیف و بدم بهش که به بره.	م ئەو جنە ڤەرەو ئتاق ماموستال ئحزار کردم ک چەن ڕدای پیس ڤێ بم تا بەریکۆن.	Pehley	Pahleh	Southern Kurdish	EK	
hooked the handle of the bucket on to the end of it.	صدای شلپ آب آمد و طناب شل شد.	دەنگ شڵپ ئاو یەت و تەناف شلەو بی.	Pehley	Pahleh	Southern Kurdish	EK	
you children have broken my heart between you.	شما قلب مرا شکستید.	ئێڤە قەڵبم ئشکەنن.	Pehley	Pahleh	Southern Kurdish	EK	
but controlled himself and closed the door softly behind him.	اما خودش را نگه داشت و در را آرام پشت سرش بست.	ئەمانێ خوەی نگا هێشت و دەرە ئارۆم پشت سەری ڤەس.	Pehley	Pahleh	Southern Kurdish	EK	
he leaped from his bed	خود را از تخت به زیر افکند	خوەی ئەژ تەخت ڤەرەو خوار ئەورد.	Pehley	Pahleh	Southern Kurdish	EK	
it was sport for him.	این کار برای او گوئی بازی بود.	ئێ کارە ڤەر ئەڤی هێگا بازی بی.	Pehley	Pahleh	Southern Kurdish	EK	
though they had been there a long time.	میانشان گفت و گویی چندان در نگرفه بود.	بەینۆن ڤت و بەش ئێچنەیێ دەر نەگرتوویی.	Pehley	Pahleh	Southern Kurdish	EK	
for he will give you a kingdom, not to say an island.	بدان که ارباب نه تنها جزیره بلکه کشوری به تو خواهد بخشید.	بزۆن ک ئەرباب نە تەنیا جەزیرە ک ڤڵاتێ ڤە تو ڤەخشێ.	Pehley	Pahleh	Southern Kurdish	EK	
that's so dreadful!	خیلی بد است!	فرە گەنە.	Pehley	Pahleh	Southern Kurdish	EK	
carrying them off their feet and engulfing them all.	کسانی را که در آنجا ایستاده بودند از پای انداخت و همه چیز را به کام خود کشید.	کەسەلێ ک دەورە ڤووسیایین ئەژ پا خس و هەمەچی ڤە کام خوەیۆن کێشیان.	Pehley	Pahleh	Southern Kurdish	EK	
the shoulder is just bandaged.	زخم شانه را الان بستم.	زەم شۆنە ئێمکە ڤەسیم.	Pehley	Pahleh	Southern Kurdish	EK	
waved it several times in the air.	چند بار در هوا چرخاندم.	چەن گل دە هوا چەرخەنم.	Pehley	Pahleh	Southern Kurdish	EK	
so how can I hope for divine forgiveness?	پس چگونه طالب بخشش الهی باشم.	پەس چتەور خوازیار بەخشش ئلاهی بووم.	Pehley	Pahleh	Southern Kurdish	EK	
she dared to recall for the first time the illusory days of that unreal love.	خود را به دست خاطرات آن ایام و آن عشق غیرواقعی سپرد.	خوەی ڤە دەس ڤیرەڤەریەل ئەو دەمە و ئەو ئەڤین ناڕاستینە ئەسپەرد.	Pehley	Pahleh	Southern Kurdish	EK	
rekindle the fire.	بخاری اتاق را نیز روشن کن.	بوخاری ئوتاق هەم ڕووشن کرد.	Pehley	Pahleh	Southern Kurdish	EK	
I got a book, and pretended to read.	من کتابی برداشتم و چنان وانمود کردم که سرگرم خواندن آن هستم.	م کتەوێ هێز دام و ئەچەڤە ئەشتەور کردم ک سەرقاڵ خوەنسنیم.	Pehley	Pahleh	Southern Kurdish	EK	
somebody was dead	یک نفر کشته شده	یەک کەس کوشیایی.	Pehley	Pahleh	Southern Kurdish	EK	
where she expected to find his answer.	که جواب نامه را در کجا پنهان کند.	ک جواو نامە دە کوو ئەوشاردوویی.	Pehley	Pahleh	Southern Kurdish	EK	
met to enter upon a painful conversation	باید صحبتی غمناک نماییم.	ڤاسا دەمەتەقەی خەمدارێ بکەریمن.	Pehley	Pahleh	Southern Kurdish	EK	
to hand a glass of water without looking	بی نگاه کردن لیوان آبی را به دست دیگری بدهی.	ڤە بێ سەیر کردن لێڤان ئاوێ ڤە دەس کەس تر بین.	Pehley	Pahleh	Southern Kurdish	EK	
but and always will be, pseudo healers, wise women, homeopaths, and allopaths.	بلکه به همان سببی که همیشه طبیبان و جادوگران و هومئوپاتهای مشهور در جهان وجود خواهند داشت	بەڵکەم ڤەو شێڤازە ک هەمیشە تەبیبەل و جادووگەرەل و هومئویاتەل نۆمدار دە دنیا هەی هەسۆن.	Pehley	Pahleh	Southern Kurdish	EK	
her dreams were a wild kaleidoscope of fires and automobile accidents and shootings.	رویاهایش مخلوط درهم و برهم واشفته ای از اتش و حوادث رانندگی و تیر اندازی بود.	خەیاڵەلی شێڤیا و دەرهەم ڤەرهەم ئەژ تەش و تەسادف و گوللەشەنی بین.	Pehley	Pahleh	Southern Kurdish	EK	
I havent got a single skeleton left to hide from you	اکنون دیگر چیزی از تو پنهان ندارم.	ئێمکە دەی چیێ ئەژەت ئەوشار نێرم.	Pehley	Pahleh	Southern Kurdish	EK	
I don't mean confessing.	منظورم اعتراف نیست.	مەبەستم ئعتراف نیە.	Pehley	Pahleh	Southern Kurdish	EK	
they examined all, talked of everything till to the end of dinner.	درباره هر چیزی بحث کردند و تا پایان شام از هر دری سخن گفتند.	دەەربارەی هەر چیئێ دەمەتەقە کردن و تا کووتایی شۆم ئەژ هەر چیێ ڤتن.	Pehley	Pahleh	Southern Kurdish	EK	
some from her own common sense.	برخی ازآنها رادرخواب دیده بودو به برخی دیگر با تفکر پی برده بود.	بڕێ ئەژ ئەونی دە خەو دوویین و بڕێ تر ڤەو تەفەکورە ڕەسوویین.	Pehley	Pahleh	Southern Kurdish	EK	
I speak to you	با تو حرف زدم	ڤەگەرد تو قسە کردم.	Pehley	Pahleh	Southern Kurdish	EK	
therefore whether we would or no, he took it to treasure it.	بنابراین چه بخواهیم و چه نخواهیم آن را به عنوان جواهری بی بدل برداشت.	ئێمداڵەکی چ بخوازیم و چ نەخوازیم ئەڤە جوور جواهرێ بێ بەدەڵ هێز دا.	Pehley	Pahleh	Southern Kurdish	EK	
then he sat down again.	بعد به جای خود نشست	ئێمداڵ ڤە جای خوەی نیشت.	Pehley	Pahleh	Southern Kurdish	EK	
they shook hands again.	دوباره با هم دست دادند.	دووارە ڤەگەرد یەک دەس دان.	Pehley	Pahleh	Southern Kurdish	EK	
a frightfully grand woman!	یک اعجوبهء واقعی!	یەی ئوعجووبەی ڕاسین.	Pehley	Pahleh	Southern Kurdish	EK	
her blood turning to ice water.	عرق سردی به پشتش نشست.	عەرەخ سەردێ ڤە پشتی نیشیا.	Pehley	Pahleh	Southern Kurdish	EK	
