en_sentence	fa_sentence	translation	variety	county	orthography	translator	4345
if an enemy, to bring them to naught	اگر دشمن بوده است کارهای او را خوار و بی مقدار نموده	چون که خاسمه وه بخره ونه سر ره بیتمه شه دست سر بشتمه	Central Mazani	Babol	Farsi	Vol_1	
at the moment when he had come onto the terrace and asked what they were talking of	پس از آمدنش به ایوان و سوال از موضوع گفتگوی آنان	پس از ونه رواق سر بموئن و از موضوع حرف ها سوال هاکردن	Central Mazani	Babol	Farsi	Vol_1	
which knocked him backward onto the floor.	باعث شد از پشت به زمین بیفتد.	باعث بیه از پشت دکفه بنه	Central Mazani	Babol	Farsi	Vol_1	
but we returned them, fearing a machine gun in the station buildings.	لیکن ما از ترس این که مبادا مسلسلی در ساختمان ایستگاه کار گذاشته باشند توقف کردیم.	بترسیمی مبادا مسلسلی تو ساختمون ایستگاه کار بشتبون هرسسامی	Central Mazani	Babol	Farsi	Vol_1	
I wouldn't've been able to stand it.	نمی تونستم تحملش کنم.	نتونسسمه تحممل هاکنم وره	Central Mazani	Babol	Farsi	Vol_1	
it incited him.	باز او را به حرکت در آورد.	ای دواره وره حرکت هدانه	Central Mazani	Babol	Farsi	Vol_1	
I left a basket of clothes on the porch.	من سبد رو روی ایوان گذاشتم	سبد ره من رواق سر سر بشتمه	Central Mazani	Babol	Farsi	Vol_1	
to prevent looting, and to reassure the inhabitants.	جلوگیری از غارت و چپاول و آرام کردن ساکنان شهر اقدام کنند.	بخر بخر جلو ره بیرن و محله سر مردم ره آروم هاکنن	Central Mazani	Babol	Farsi	Vol_1	
once or twice as she feverishly changed her position	دو سه بار جابجا شد	ده سه باری جابجا بیه	Central Mazani	Babol	Farsi	Vol_1	
so she spoke.	آنگاه لب به سخن گشود	اونوقت شه دهون ره وا هاکرده	Central Mazani	Babol	Farsi	Vol_1	
I knew how he felt.	میدونستم که چه حسی داره.	دونسسمه چه حسی داینه	Central Mazani	Babol	Farsi	Vol_1	
that you intend breakfasting with me	که نیم چاشت را با هم صرف خواهیم کرد.	نیم چاشت ره با هم خرمی	Central Mazani	Babol	Farsi	Vol_1	
together with a date.	که تاریخی هم در پای آن نهاده بود.	اتا زمان هم ونه لینک بن بشته	Central Mazani	Babol	Farsi	Vol_1	
all that day now seemed to him quite clear and completely solved.	او را ناراحت ساخته بود اینک در نظرش کام لا آشکار و حل شده جلوه کرد.	ونه دل ره بشکننیه اسا ونه نظر دله خار و خش نشون هدا	Central Mazani	Babol	Farsi	Vol_1	
I hope that's okay by you	امیدوارم اعتراضی نداشته باشی	خداهکنه ته راضی بویی	Central Mazani	Babol	Farsi	Vol_1	
my mother dragged me by the legs out of the chimney	زن پدرم پاهای مرا گرفت و از دودکش بیرون کشید	مه مار مه لینگه بیته دودکشه جا در هکرده	Central Mazani	Babol	Farsi	Vol_1	
he discovered as time went by.	او کشف کرد که زمان به سرعت در گذر است.	بفهمسه که وقت ندارمی	Central Mazani	Babol	Farsi	Vol_1	
auburn hair, and a thin, fresh	موهای خرمایی و صورتی کشیده و با طراوت	می خرمایی بادمی دیم سرحال	Central Mazani	Babol	Farsi	Vol_1	
that he would place himself at the head of the army	که در رأس قشون قرار گرفته است	شه خوده ره رئیس قشون هکرده	Central Mazani	Babol	Farsi	Vol_1	
consciousness and pleasure were likely to be more than momentary in them.	هیجان و شعف این دو نفر تمامی نداشت.	وشون ده نفره خوشحالی تمومی نداشته	Central Mazani	Babol	Farsi	Vol_1	
sinking to his knees in the muddy field	تا زانویش در گل فرو رفت و فقط معلوم بود	تا زانو دکته تیل درون	Central Mazani	Babol	Farsi	Vol_1	
the horizon and disappeared behind a long narrow cloud that hung above it.	در افق ظاهر شد و دوباره در حاشیه باریک و دراز ابر سیاهی که برفراز آن معلق بود ناپدید گشت.	ونه سروکله پیدابییه ای ابردله گوم بییه	Central Mazani	Babol	Farsi	Vol_1	
for any beam of the sun of her beauty that reaches my eyes will give light to my reason and strength to my heart	همین قدر که پرتوی از خورشید او به چشمان من بتابد چنان مغز و ادراکم را روشن و جان و دلم را توان و نیرو خواهد بخشید	انه که ونه خوشگلی خورشید واری مه چش سوبیارده مه حال جابیارده	Central Mazani	Babol	Farsi	Vol_1	
he held the mastery of them even in his sleep.	حتی در خواب نیز آن را در اختیار داشت.	خو هه دله هم اونتا ره داشته	Central Mazani	Babol	Farsi	Vol_1	
I felt sure you'd like to have the latest news of her.	یقین دارم خیلی میل دارید خبری از او داشته باشید.	اطمینان دارمه خله دوس دارننی اتاخور ونه جا دارین	Central Mazani	Babol	Farsi	Vol_1	
I must go and put the car away.	تا من اتومبیل را بگذارم و مراجعت کنم.	ونه بورم ماشینه بلم دگردم	Central Mazani	Babol	Farsi	Vol_1	
I could have been.	می تونستم باشم.	تونسمه بوئم	Central Mazani	Babol	Farsi	Vol_1	
it should have for effort and effect to ameliorate the conditionof man.	باید عملش و اثرش بکار بهبود حال بشر آید.	ونه کردار ونتیجه کارونه آدم بدرد بخره	Central Mazani	Babol	Farsi	Vol_1	
it'll be on your side	از طرف شما خواهد بود	شمه ور دره	Central Mazani	Babol	Farsi	Vol_1	
I've been promoted	من ترفیع مقام گرفتم.	ترفیع بیتمه	Central Mazani	Babol	Farsi	Vol_1	
only his face is visible now.	اکنون دیگر فقط صورت پیدا است.	الان فقط ونه دیم دیاره	Central Mazani	Babol	Farsi	Vol_1	
when I was five years old	از پنج سالگی.	پنج سالگی جا	Central Mazani	Babol	Farsi	Vol_1	
for supposing we find a king who is at war and has a beautiful daughter	آن اینکه بر فرض پادشاهی یافتیم که در جنگی درگیر باشد و دختری هم داشته باشد	توخیال هکن اتاپادشاه پی دا هکردمی که دره جنگ کنه اتامقبول کیجا دارنه	Central Mazani	Babol	Farsi	Vol_1	
the fur vanished	موهای بدنش ناپدید شد	ونه تنه می گوم بیه	Central Mazani	Babol	Farsi	Vol_1	
no more talking!	دی گه کسی حرف نزنه!	حرف بزوئن کافیه	Central Mazani	Babol	Farsi	Vol_1	
was one of the licensed pilots of the port	شهرت داشت از این جهت خود را بلد کشتی کرده بود	مدرک داشته همین تائوسه ملوان بی یه	Central Mazani	Babol	Farsi	Vol_1	
whoever wants to flourish and become rich	هر که خواهد کامیاب شود و به ثروت و مکنت رسد	هرکی خانه شه مراد جا برسه وپولدارباوه	Central Mazani	Babol	Farsi	Vol_1	
I need not go, I am sure, I answered.	اطمینان دارم که احتیاجی به رفتن من نیست.	مطمئنمه احتیاج نیه من بورم	Central Mazani	Babol	Farsi	Vol_1	
so he at once gave him a drubbing	ناگزیر چنان مشتی بر مغز او کوفت	اتامیس بزو ونه سره دله ره	Central Mazani	Babol	Farsi	Vol_1	
I'll pay you for it?	مزدت را خواهم داد.	ای ته مزده دمه	Central Mazani	Babol	Farsi	Vol_1	
I must tell you that I thought it my duty to dissuade her.	باید به شما بگویم که من وظیفه خود دانستم آ تا را منصرف کنم.	ونه ته خوه باووم شه وظیفه دونسسمه وه ره منصرف هکنم	Central Mazani	Babol	Farsi	Vol_1	
his lips were smiling.	لبخندی بر لبانش نقش بسته بود.	ریگ تحویل هدا	Central Mazani	Babol	Farsi	Vol_1	
she may be constant.	شاید ثبات نشان بدهد.	بلکوم ثبات داره	Central Mazani	Babol	Farsi	Vol_1	
for he stopped her throwing a sandwich into the sea and told her	زیرا نگذاشت باقی ساندویچ را به دریا بی اندازد	نیشته الباقی ساندویچاره دریاکفتل هکنه	Central Mazani	Babol	Farsi	Vol_1	
I hain't been gone anywheres.	من جایی نرفته بودم.	هیچ جا نشی بیمه	Central Mazani	Babol	Farsi	Vol_1	
I don't think you meant to kill anyone.	می دونم که تو قصد کشتن کسی رو نداشتی	دوممه تو نخاسسی کسی ره بکوشی	Central Mazani	Babol	Farsi	Vol_1	
can be that I am completely in your power.	من کاملاً در اختیار تو هستم.	همیشک دراختیارته درمه	Central Mazani	Babol	Farsi	Vol_1	
I was wide awake every time.	هر سه بار در بیداری بود.	هر دفه بیداربیمه	Central Mazani	Babol	Farsi	Vol_1	
I kept my temper though.	نزدیک بود عصبانی شوم و آنچه نباید بگویم بر زبان بیاورم.	شه جلوره بیتمه عصبانی ناوم	Central Mazani	Babol	Farsi	Vol_1	
it was me that blowed on them!	که من لوشان دادم!	من وشونه لوهدامه	Central Mazani	Babol	Farsi	Vol_1	
smelled it again	از نو آن را بویید.	دواره بو هکرده	Central Mazani	Babol	Farsi	Vol_1	
it is always more satisfactory to see important points written down, fairly committed to black and white.	همیشه روی کاغذ آوردن مطالب مهم بیشتر مایه رضایت خاطرست مخصوصاً که کاملاً به وضوح نگاشته شده باشد.	همیشک بنویشتن بهترازبدینه، مخصوصن اینکه شفاف بوئه	Central Mazani	Babol	Farsi	Vol_1	
begged to ask him a few questions.	اجازه خواست چند سؤال از او بکند.	اجازه بخاسته چندتاسوال ونه جاهکنه	Central Mazani	Babol	Farsi	Vol_1	
he tried to draw his visitors away to a third picture.	کوشید آنان را به سوی تصویر دیگری بکشاند.	سعی هکرده و ره بوره اتاعکس دیگه پهلی	Central Mazani	Babol	Farsi	Vol_1	
had very little to do with reality.	چندان ربطی به عالم واقعیت نداشتند.	اتی خله درس نییه	Central Mazani	Babol	Farsi	Vol_1	
when it was learned that the announcement of the pontifical visit had been a lie spread by the government	مطلع شده بودند که اعلام سفر پاپ اعظم صرفاً دروغی ساخته دولت بود	خور دار بینه درمورد پاپ سفر دولت درو بائته	Central Mazani	Babol	Farsi	Vol_1	
I think I know who that one's from	من می دونم این بسته رو کی فرستاده.	من دوممه اینتا ر کی راهی هکرده	Central Mazani	Babol	Farsi	Vol_1	
in the slow dragging ages	در مدت چندین صد سال	خله سال طول بکشیه	Central Mazani	Babol	Farsi	Vol_1	
looking as serious as he could	خیلی هم جدی بود.	خله جدی بی یه	Central Mazani	Babol	Farsi	Vol_1	
I'll believe I'll get it.	مطمئنم که گیرم میاد.	اطمینان دارمه اونتا ره گیرمه	Central Mazani	Babol	Farsi	Vol_1	
my arms frozen to my body.	بازوانم به بدنم خشک شده بودند.	مه د تا دست چو هیته	Central Mazani	Babol	Farsi	Vol_1	
then he realized that his broom was completely out of his control.	اما متوجه شد که قادر به کنترل جارو نیست.	بفهمسسه دیگه ونه دس دنیه	Central Mazani	Babol	Farsi	Vol_1	
I hope I shan't have to go any further.	امیدوارم مجبور نشوم بیشتر از این جلو بروم.	امیددارمه مجبورناووم پیشتربورم	Central Mazani	Babol	Farsi	Vol_1	
I need me a grubstake.	کاش یک نفر پول و تجهیزات در اختیارم بگذارد و در عوض شریکم بشود.	اتاشریک خاممه	Central Mazani	Babol	Farsi	Vol_1	
but, if you will persist	اما اگر اصرار دارید	اما اگر اصرار دارننی	Central Mazani	Babol	Farsi	Vol_1	
he came to me.	او به دیدن من آمد.	وه بیمو مره بوینه	Central Mazani	Babol	Farsi	Vol_1	
the pads of his palms bulged	که عضلات کف دستش بیرون زده بود .	ونه دس ماهیچه بیرون بزو	Central Mazani	Babol	Farsi	Vol_1	
as the tiny old man stumbled and almost fell.	پیرمرد تعادلش را از دست داد و چیزی نمانده بود که به زمین بیفتد.	پیرمرد شه اختیاره از دست هدانزدیک بیه بنه بخره	Central Mazani	Babol	Farsi	Vol_1	
we have neglected many things.	ما خیلی از وظایف خود را فراموش کردیم.	اما خله شه وظیفه ره یادبکردمی	Central Mazani	Babol	Farsi	Vol_1	
that is wonderfully true.	این کام لا حقیقت دارد!	خله عجیبه که راسه	Central Mazani	Babol	Farsi	Vol_1	
not like the other one.	مثل دیگران نیستید.	نا دیگرانه واری	Central Mazani	Babol	Farsi	Vol_1	
accurately so that there won't be any mistakes as to their time.	به دقت ثبت به شه تا درست به تناسب کارش ون حقوق بگیرن.	خارخارثبت باووه تاوشون شه حقوق ر درست بیرن	Central Mazani	Babol	Farsi	Vol_1	
the state of his mind is as clear and decided	فکر آقای التن کاملاً روشن است و تصمیمش را گرفته.	ونه فکرکاملن روشنه شه تصمیم ر بیته	Central Mazani	Babol	Farsi	Vol_1	
so clear was the road left for him	از مسیری که در سمت چپش بود	سمت چپ ور	Central Mazani	Babol	Farsi	Vol_1	
there was that little pucker between her eyes again.	باز هم بین ابروهایش چین افتاده بود.	ای ونه ابرو میون چین دکته	Central Mazani	Babol	Farsi	Vol_1	
like I'd done it a thousand times before	انگار آن را قبلاً هزار بار انجام داده بودم	فکرکممه خلتوم اینتاکاره هزار دفعه انجام هدا بیمه	Central Mazani	Babol	Farsi	Vol_1	
from which place, he was to despatch, a constable and doctor.	از آنجا یک ژاندارم و یک دکتر بفرستد.	اونجه جا اتا ژاندار واتا دکتر راهی هکنه	Central Mazani	Babol	Farsi	Vol_1	
a flood of emotions surged up in him	سیلی از هیجان و احساس	خله خشحالی کرده	Central Mazani	Babol	Farsi	Vol_1	
I told you	من بهتون گفتم.	من ته ره باتمه	Central Mazani	Babol	Farsi	Vol_1	
what was worse, serious diseases with the symptoms of minor ones.	یا بدتر از آن مبتلا به امراضی مهلک بودند که علایم آن علایم امراض دیگری بجز آن بود.	هلا بدتر، اتابد مرض بیتنه اتا مرض دیگه علامت داشته	Central Mazani	Babol	Farsi	Vol_1	
your wife won't allow it!	زنت اجازه نخواهد داد.	ته زنا اجازه ندن نه	Central Mazani	Babol	Farsi	Vol_1	
suddenly thrust it almost into the boy's face.	ناگهان آن را توی صورت تام برد.	یکدفه بورده خورده وچه صورت درون	Central Mazani	Babol	Farsi	Vol_1	
they stopped and I stopped.	به من که رسیدند وایستادند	اینجه برسینه اس هکردنه	Central Mazani	Babol	Farsi	Vol_1	
I don' wanna go back there no more'I'm tar'd.	دی گه نمی تونم برگردم اون بالا خرد شدم	دیگه نتومه دگردم اونجه کچیک بیمه	Central Mazani	Babol	Farsi	Vol_1	
had had by her three sons	سه پسر از او داشت	سه تا ریکا ونه جاداشته	Central Mazani	Babol	Farsi	Vol_1	
I'm going to have to try to wash it out.	باید با آب درش ون بیارم .	اوئه جا ونه وه ره دربیارم	Central Mazani	Babol	Farsi	Vol_1	
all armed themselves with stones and formed in line	این گروه به جمع کردن سنگ پرداختند و حالت جنگی به خود گرفتند	سنگ جمع هکردنه جنگ حالت بیتنه	Central Mazani	Babol	Farsi	Vol_1	
he muttered, almost embarrassed.	تنها خدا از این راز آگاه است.	تنها خدا اینتارازه جا باخوره	Central Mazani	Babol	Farsi	Vol_1	
I didn't look to see who.	نگاه نکردم تا ببینم چه کسی بود.	نشیمه کی بیه	Central Mazani	Babol	Farsi	Vol_1	
slipped out into the entrance hall.	وارد سرسرای ورودی شدند.	بیمونه هال دله	Central Mazani	Babol	Farsi	Vol_1	
who would hem him in from two sides.	از دو جهت او را محاصره کرده است نبرد کند.	د ور جا و ره محاصره هکرده	Central Mazani	Babol	Farsi	Vol_1	
perhaps our frames could hardly bear much of it.	شاید هم جسم ما به سختی بتواند تاب آن را بیاورد.	بلکوم به سختی بتونیم و ره تحمل هکنیم	Central Mazani	Babol	Farsi	Vol_1	
I feel them, and act them.	اشعار من عبارتند از عمل و احساسات.	هم احساس کممه هم عمل دارمه	Central Mazani	Babol	Farsi	Vol_1	
she won't be downwind if we sit in our regular spot.	اگه سر جای همیشگی مون بشینیم در مسیر باد قرار نمی گیره.	اگرشه سرجاهنیشیم وا اماره نینه	Central Mazani	Babol	Farsi	Vol_1	
that extended far and wide	این کار چنان اشاعه پیدا کرده بود	اینتاکارخله شهرت پیدا هکرده	Central Mazani	Babol	Farsi	Vol_1	
the diver has seen it.	غواص او را دیده است.	غواص و ره بدیه	Central Mazani	Babol	Farsi	Vol_1	
from the hope we dare entertain of her being hereafter our sister.	زیرا امید فراوان داریم که او روزی زن برادر ما بشود.	دوست دارمی و امه زن برار باوه	Central Mazani	Babol	Farsi	Vol_1	
money to eat	هر قدر دلمان بخواهد پول خواهیم داشت.	امه دل هرچی بخاهه پول دارمی	Central Mazani	Babol	Farsi	Vol_1	
I will only add now	اکنون لازم میدانم به خواننده اطلاع دهم	لازم دوممه اضافه هکنم	Central Mazani	Babol	Farsi	Vol_1	
on the contrary	بر خلاف مطلبی دیگر دارم.	اتا حرفه دیگه دارمه	Central Mazani	Babol	Farsi	Vol_1	
pull you down with him.	شما را پا به پای خود از هستی ساقط خواهد کرد	ونه همکت داوی سرنگون بونی	Central Mazani	Babol	Farsi	Vol_1	
our last moment of dim earthly discerning may be like the first.	واپسین نگاهمان به زندگی همان گونه تار باشد که نخستین نگاهمان بود.	آخرین بارهمون جور هارشیم که اولین بار بدیمی	Central Mazani	Babol	Farsi	Vol_1	
which she had erected in her thought for a sign of perfect competency in the business of living.	همان آرامش فکری که از نظر همسرش نشانه کفایت کامل شوهرش در زندگی کردن بود.	همونتا راحتی زناپلی اتی بیه که خار مردی دارنه	Central Mazani	Babol	Farsi	Vol_1	
I do not know that I ever saw any body more surprized.	راستش تا حالا ندیده بودم کسی این قدر تعجب کند.	تااسا ندی بیمه کسی انه تعجب هکنه	Central Mazani	Babol	Farsi	Vol_1	
but as a child I expressed my idea in the naive way recorded.	لکن مانند هر کودکی فکرم را با نهایت سادگی بیان کردم.	اتا کچک وچه واری شه حرفه بزومه	Central Mazani	Babol	Farsi	Vol_1	
I'd never met any vampires less civilized.	من تا به حال خون آشام هایی به این بی تمدنی ندیده بودم.	خون آشام انتی وحشی ندی بیمه	Central Mazani	Babol	Farsi	Vol_1	
he was not diminutive	چندان کوچک اندام نبود	خله کچیک بیه	Central Mazani	Babol	Farsi	Vol_1	
lacerate her with the performance.	لاسش را جلو او بزند	ونه جاحال هکنه	Central Mazani	Babol	Farsi	Vol_1	
the composure of an older woman	رفتارش مثل یک زن حسابی بود.	اتاقدیم زنا رفتار ر داشته	Central Mazani	Babol	Farsi	Vol_1	
but I wish you had.	ولی من عزیمت شما را ترجیح دادم.	مه دل خاسه بوری	Central Mazani	Babol	Farsi	Vol_1	
till he found a low place	جای کوتاهی پیدا کرد	بلخره اتا کچک جاپیداهکرده	Central Mazani	Babol	Farsi	Vol_1	
everything else will come right of itself.	همه کارها به خودی خود درست خواهد شد.	همه چی شه خدبه خددرس بونه	Central Mazani	Babol	Farsi	Vol_1	
burying him in dark, damp compost	آن را با کود مرطوب و تیره کاملاً پر کرد	اتا نمدار سیو کود جا پر هکرده	Central Mazani	Babol	Farsi	Vol_1	
he listened in gloomy silence.	با سکوت حزن آلودی گوش کرد.	بی چمر برمه گلی مه حرفاره گوش هدا	Central Mazani	Babol	Farsi	Vol_1	
but remember	ولی فراموش نکنید	ولی یاد دارین	Central Mazani	Babol	Farsi	Vol_1	
I will in a few words show you the real state of the case.	در چند کلمه حقیقت امر را برایت توضیح بدهم.	چندتاکلمه جا ته وسه گمه جریان چی بیه	Central Mazani	Babol	Farsi	Vol_1	
so that people must put up with you whether you flatter them or not.	آن وقت مجبور بشوند تحملت بکنند چه تملقشان را بگویی چه نگویی.	اون گدرمجبوربوننه ته جاکناربین چه شیرین زبونی هکنی چه نکنی	Central Mazani	Babol	Farsi	Vol_1	
give me a bit more time.	حالا بگذار من خودمو ببینم دی گه.	اته کم مره مهلت هده	Central Mazani	Babol	Farsi	Vol_1	
to my great joy	با یک دنیا شادمانی احساس کردم	اته خله خشحالی هکردمه	Central Mazani	Babol	Farsi	Vol_1	
brought him crashing to the floor.	او را به زمین انداخت.	وه ره دمبدا بنه	Central Mazani	Babol	Farsi	Vol_1	
felt at the foreshadowing of success an almost boundless affection for his two helpers, for these two young people from over the sea.	در آستانه پیروزی نسبت به دو نفری که کمکش کرده بودند مهر و محبتی بی نهایت احساس میکرد نسبت به این دو جوان در آن سوی اقیانوس.	همیتی که درحال بوردن بیه شه دل درون اون د تاجوون کهاونوردریا دیبینه ره خارحس داشته	Central Mazani	Babol	Farsi	Vol_1	
I recognized my cue.	این علامت حرکت من بود.	علامت هدامه	Central Mazani	Babol	Farsi	Vol_1	
so that thou repent not of what thou hast done	تا تو از کرده پشیمان نشوی	شه هکرده کار جاپشیمون ناووی	Central Mazani	Babol	Farsi	Vol_1	
but anger had got the better of rhetoric.	ولی خشم و عصبانیت بر فصاحت کلام چیره شده بود.	ونه خشم ویشتربیه تادرس حرف بزوئن	Central Mazani	Babol	Farsi	Vol_1	
I can see how it might work.	می تونم ببینم چطوری ممکنه کار کنه.	توممه بوینم و چی جوری کارکن نه	Central Mazani	Babol	Farsi	Vol_1	
the light died from his eyes.	برق نگاهش از چشمانش پرید.	ونه چش سو بورده	Central Mazani	Babol	Farsi	Vol_1	
to dream on	تا خیال پردازی کنیم	شه پلی اینجوری فکرهاکنیم	Central Mazani	Babol	Farsi	Vol_1	
I know for a fact he was sleeping under a cloak propped on sticks.	اینم می دونم که توی اردوگاه شنلشو روی چهارتاچوب سوار کرده و زیر شنلش خوابیده.	اینتا ر دوممه اردوگاه درون شه شنله چوبالاپهن هکرده ونه بن باخاته	Central Mazani	Babol	Farsi	Vol_1	
he laughs at your committee because it's the old way and the old ways are his ways	شما میخنده چون کمیته از اون به کمیته ابتکارات او نه.	شما ر خنده زن نه چون شه قدیمی هسسه	Central Mazani	Babol	Farsi	Vol_1	
in tones of bewilderment, despair, resignation.	صدایش سردرگم و ناامید و سپر انداخته بود.	ونه ونگ و وا آدمه گج کرده	Central Mazani	Babol	Farsi	Vol_1	
her mother had come outside to take it right before school started.	مادرش بیرون آمده بود تا قبل از شروع مدرسه عکس بگیرد.	ونه ماربیرون بمو تاقبل ازمدرسه ونه جاعکس بیره	Central Mazani	Babol	Farsi	Vol_1	
to repair his farm implements	افزارهای خود را مرمت کند	شه وسیله هاره درس هکنه	Central Mazani	Babol	Farsi	Vol_1	
I loved it.	من از طعمش خوشم آمد.	مره خوش بیمو	Central Mazani	Babol	Farsi	Vol_1	
you can now have confidence in me after what I have done	بعد از این عمل البته به من اطمینان خواهید داشت و از من خاطر جمع خواهید بود	اینتا کار دنبال مره اطمینان کننی ومه جاخاطرجمع بوننی	Central Mazani	Babol	Farsi	Vol_1	
who had called to say that the dinner would take place as proposed.	معلوم شد که آمده است بگوید شام در سر ساعت معهود برقرار خواهد بود.	ونگ هدا شام سر ساعت حاضره	Central Mazani	Babol	Farsi	Vol_1	
I'm going with them.	من باهاشون میرم پیش مردمی که توی جاده سرگردون شدن.	من وشون همراه شومه	Central Mazani	Babol	Farsi	Vol_1	
he was much surprised.	این هم بسیار موجب تعجبش بود.	خله تعجب هکرده	Central Mazani	Babol	Farsi	Vol_1	
when I woke up	که من از خواب پریدم.	خوئه جا بپرس سمه	Central Mazani	Babol	Farsi	Vol_1	
seeing it was no use	ولی چون دیدند که تذکرشان اثری ندارد	بدینه وشون نظر اثری ندارنه	Central Mazani	Babol	Farsi	Vol_1	
I just love your roses	من عاشق گل رز هستم	شمه گل رزه دوس دارمه	Central Mazani	Babol	Farsi	Vol_1	
the other's that cub that	دیگری این پسرک است که د	اتادیگه اینتا ریکاهسسه	Central Mazani	Babol	Farsi	Vol_1	
I had nothing to fear, that I should neither be seen nor heard	دیگر کسی مرا نخواهد دید	دیگر نامره ویننی نااشتونی	Central Mazani	Babol	Farsi	Vol_1	
looking so earnestly at her father	چنان نظری تند و تیز به وی کرده	شه پره زمرزمرهارشیه	Central Mazani	Babol	Farsi	Vol_1	
placed the summum bonum was in the gifts of nature	که انسان باید از تمام مزایای طبیعت و ثروت استفاده کند	آدم ونه طبیعت جا درست استفاده هکنه	Central Mazani	Babol	Farsi	Vol_1	
ruining my death!	مرگمو هم خراب کنن!	امه بمردنه هم خراب بکردنه!	Central Mazani	Babol	Farsi	Vol_1	
where tea was prepared	که چای حاضر کرده بودند	همونجه که چایی ره آماده هکردبینه	Central Mazani	Babol	Farsi	Vol_1	
since everything that could possibly be done toaid him was already being done.	چون از هیچ کمکی در حق من مضایقه نشده است.	ازهیچ کمکی نسبت به من مضایقه نکردنه	Central Mazani	Babol	Farsi	Vol_1	
I only wish to say two or three words to your master	دو کلمه حرف به آقای تو دارم	د سه تا حرف ته سرور جا دارمه	Central Mazani	Babol	Farsi	Vol_1	
or rather your wife only told us	یا بهتر بگویم همسرت به ما گفت	بهترباووم ته زنا امه خوه باوته	Central Mazani	Babol	Farsi	Vol_1	
I was a merchant	من تاجر بودم	من تاجربیمه	Central Mazani	Babol	Farsi	Vol_1	
we passed her house	از کنار منزلش رد شدیم.	ونه سره پهلی جا رد بیمی	Central Mazani	Babol	Farsi	Vol_1	
I turned to run	خواستم فرار کنم	خاستمه در بورم	Central Mazani	Babol	Farsi	Vol_1	
they turned into a dark room they were passing	آنگاه آن دو به اطاق تاریکی پیچیدند	دینه شینه دکتنه اتا تاریک اتاق درون	Central Mazani	Babol	Farsi	Vol_1	
keep the weather of the island.	از سمت جنوب جزیره رد شدید.	جزیره جنوب ور در بوردنی	Central Mazani	Babol	Farsi	Vol_1	
I owns mysef, en I's wuth eight hund'd dollars.	منالان صاحب خودمم که هشتصد دلار قیمت شه.	من الان شه اختیاره دارمه مه قیمت 800 دلارهسسه	Central Mazani	Babol	Farsi	Vol_1	
but the unsteady fingers of one of his hands strayed to his lips	اما انگشتان نااستوار یک دستش بی هدف تا لبانش بالا آمد	ونه سست انگوسه اتا دست تاونه لوش بالا بمو	Central Mazani	Babol	Farsi	Vol_1	
I didn't know it was like that.	من نمی دون ستم که این جوری می شه.	ندوس سمه انتی بونه	Central Mazani	Babol	Farsi	Vol_1	
I knocked him sprawling.	من زدم انداخت مش.	من بزومه دمبدامه	Central Mazani	Babol	Farsi	Vol_1	
don't say good bye	با من خداحافظی مکن.	مه جا خداحافظی نکن	Central Mazani	Babol	Farsi	Vol_1	
his big hands clutching her by the arm so violently that red marks were left from the bracelet he was squeezing	آن گاه با انگشتان بزرگش چنان دست آنا را محکم فشرد که دستبند او مچ دستش را قرمز کرد.	انتی شه گت دست جا انا دست فشارهدا که ونه دستبند مال دکته	Central Mazani	Babol	Farsi	Vol_1	
he kept saying to himself that unless she would permit him to her room	دائما به خود گفت که اگر ربرتا به آن اتاق راهش ندهد	همیتی شه خوه گته بجز و هیچکسه راه نده اتاق درون	Central Mazani	Babol	Farsi	Vol_1	
then lay on their oars.	بعد به پارو زدن مشغول شدند.	مشغول پاروبزوئن بینه	Central Mazani	Babol	Farsi	Vol_1	
I am afraid I liked him none the better for that	شاید تنفرم به همین علت افزون شد.	گمون کمه همین تا وسسه مه نفرت ویشتربییه	Central Mazani	Babol	Farsi	Vol_1	
who was apparently on his deathbed	ظاهراً در بستر مرگ افتاده بود	بنظربمرد بیه	Central Mazani	Babol	Farsi	Vol_1	
this time acting a werewolf.	این بار نقش یک گرگینه را بازی کرد.	این کش گرگینه نقش ر بازی کرده	Central Mazani	Babol	Farsi	Vol_1	
there's a haystack	هاه نگاه کن این خرمن کاهه.	اینتا کاه دسته ره هارش	Central Mazani	Babol	Farsi	Vol_1	
I might make something out of this if I handled it properly.	فکر کردم شاید چیزی نصیبم شود	من فکرهکردمه بلکه اته چی مه گیربییه	Central Mazani	Babol	Farsi	Vol_1	
let me ask you	بگذارید از شما سو الی بکنم.	بل ته جا بپرسم	Central Mazani	Babol	Farsi	Vol_1	
I was nearly shouting to you,	زیرا نزدیک بود ترا با فریاد صدا زنم.	نزدیک بیه تره بلندبلندونگ واهدم	Central Mazani	Babol	Farsi	Vol_1	
had almost dropped asleep	تقریباً به خواب رفته بود	فکرکمه باخت بیه	Central Mazani	Babol	Farsi	Vol_1	
a silent presence near my bed	ساکت و آرام در کنار تختخوابم ایستاده بود	بی چمر مه تخت پلی اس هکرده	Central Mazani	Babol	Farsi	Vol_1	
I was just ' trying to get myself together.	فقط سعی کردم بر اعصابم مسلط به شم.	سعی هکردمه شه اعصابه مسلط بوئم	Central Mazani	Babol	Farsi	Vol_1	
thinking to himself	در این فکر بود	درفکر وه دی یه	Central Mazani	Babol	Farsi	Vol_1	
